Timestamp,HeartRate
165,88
1185,88
2144,88
3112,88
4079,88
5052,88
5991,88
6992,88
7955,88
8926,88
9893,88
10864,88
11800,88
12803,88
13773,88
14733,88
15707,88
16675,88
17607,88
18607,88
19576,88
20545,88
21521,88
22512,88
23416,88
24420,88
25386,88
26353,88
27325,88
28314,88
29232,88
30230,88
31225,88
32162,88
33136,88
34122,88
35031,88
36036,88
37003,88
37978,88
38943,88
39928,88
40841,88
41846,88
42812,88
43784,88
44755,88
45734,88
46656,88
47661,88
48621,88
49594,88
50560,88
51544,88
52465,88
53463,88
54431,88
55404,88
56371,88
57350,88
58276,88
59276,88
