Timestamp,HeartRate
628,62
1629,65
2565,63
3544,63
4531,65
5436,65
6447,65
7411,65
8384,65
9359,64
10336,64
11265,64
12262,64
13230,64
14199,63
15187,63
16141,63
17085,63
18082,63
19051,65
20045,63
20999,62
21961,62
22887,62
23901,64
24873,62
25850,64
26807,65
27778,65
28705,65
29722,65
30706,65
31660,65
32627,63
33616,65
34527,65
35562,65
36512,63
37476,63
38443,62
39416,63
40351,63
41368,63
42323,64
43293,64
44259,62
45233,64
46173,64
47175,62
48145,64
49110,65
50087,65
51077,63
51987,63
52995,65
53961,65
54935,65
55931,62
56881,63
57817,63
58812,62
59785,65
