,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.038461538461538464,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.04,0.012937062937062937,0.012937062937062937
recall,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.06451612903225806,0.0,0.12500000000000003,0.0,0.0,0.0,0.0,0.0,0.04,0.01895161290322581,0.01895161290322581
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
