,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.5,0.0,0.0,0.3333333333333333,0.2,0.0,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.24489795918367346,0.26166666666666666,0.2670068027210884
recall,0.2,0.0,0.0,0.4,0.2,0.0,0.6,0.2,0.4,0.4,0.24489795918367346,0.24,0.24489795918367346
f1-score,0.28571428571428575,0.0,0.0,0.3636363636363636,0.20000000000000004,0.0,0.35294117647058826,0.25,0.5,0.3636363636363636,0.24489795918367346,0.23159281894576017,0.23631920300587766
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.24489795918367346,49.0,49.0
