date,type,subType,value
20240221-202402,slowHeadTilting,forward,1
20240221-202402,slowHeadTilting,forward,-1
20240221-202452,slowHeadTilting,forward,1
20240221-202454,slowHeadTilting,forward,-1
20240221-202457,slowHeadTilting,forward,1

