Timestamp,HeartRate
330,94
1282,94
2235,94
3201,94
4124,94
5132,94
6098,94
7084,94
8031,94
8991,94
9928,94
10924,94
11892,94
12857,94
13835,94
14785,94
15717,94
16716,93
17688,94
18645,93
19635,94
20587,93
21504,93
22509,93
23475,93
24445,94
25440,94
26385,94
27325,94
28329,94
29305,94
30285,94
31278,93
32222,93
33165,93
34185,93
35144,93
36114,93
37092,92
38086,92
38999,92
40011,92
40984,92
41958,92
42934,93
43902,93
44842,93
45852,93
46834,93
47796,93
48766,93
49741,93
50691,93
51688,93
52658,92
53630,92
54607,92
55586,92
56516,92
57519,92
58497,92
59486,92
