Timestamp,HeartRate
453,59
1432,59
2412,59
3418,59
4428,59
5433,59
6241,59
7224,58
8229,59
9237,59
10233,59
11231,59
12037,59
13013,59
14013,59
15026,59
16018,59
16843,59
17822,59
18844,59
19832,59
20832,59
21830,59
22634,59
23618,58
24630,58
25621,58
26616,58
27447,58
28420,58
29430,58
30425,58
31432,58
32428,58
33239,58
34225,58
35224,58
36214,58
37216,58
38220,58
39033,59
40020,59
41026,59
42029,59
43047,59
43845,59
44829,59
45810,59
46814,59
47818,59
48666,59
49631,59
50626,59
51626,59
52643,59
53638,59
54453,59
55428,59
56412,59
57410,59
58416,59
59430,59
