id,date,stepCount,blinkCountRaw,eyeMoveUpCount,eyeMoveDownCount,eyeMoveRightCount,eyeMoveLeftCount,isStill,xMean,xSD,yMean,ySD,pitchOnewayCount,pitchRoundCount,yawOnewayCount,yawRoundCount,xRightStepAmplitude,xLeftStepAmplitude,yRightStepAmplitude,yLeftStepAmplitude,zRightStepAmplitude,zLeftStepAmplitude,zRightStepAmplitudeCal,zLeftStepAmplitudeCal,maxRightStepAcceleration,maxLeftStepAcceleration,stepCadence,blinkCount,blinkIntervalCount,blinkIntervalMean,blinkIntervalTotal,blinkStrengthMean,blinkStrengthSD,blinkStrengthTotal,blinkStrengthMax,blinkWidthMean,nptMean,nptSD,nptMedian,noiseTime,isValid,sleepScore,focusScore,tensionScore,calmScore,sleepScoreStandard
0,2024-02-21T21:40:08+0900,0,5,2,5,7,3,false,4.127895,8.422707,3.4492803,4.2635574,3,0,5,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2,0,15.0,0.0,76.8,19.135307,121.0,71.0,154.0,0.04417,0.02532718,0.04335,6.55,false,58,-1,-1,-1,66
1,2024-02-21T21:40:23+0900,14,10,1,6,11,11,false,-4.002328,4.117126,1.8952708,5.4634433,8,0,11,0,0.40404308,0.81594115,0.33983475,1.0772861,0.5267239,1.5839804,1.0267241,2.0839806,1.1782877,1.2789731,181.13208,2,0,15.0,0.0,91.2,30.694624,307.0,167.0,145.0,0.026109999,0.034127627,0.027350001,5.45,false,54,-1,-1,-1,66
2,2024-02-21T21:40:38+0900,12,0,0,4,8,12,false,-5.942318,2.6200316,-1.6994648,4.242006,14,0,5,0,0.28085682,0.3073442,0.7772136,1.1134415,0.83634955,1.163485,1.3363497,1.6634853,1.2133002,1.299609,165.51724,0,0,15.0,0.0,91.2,30.694624,0.0,0.0,145.0,0.026109999,0.034127627,0.027350001,0.8,false,54,-1,-1,-1,66
3,2024-02-21T21:40:53+0900,11,7,3,7,8,16,false,-5.879953,7.496142,-0.9219052,5.226315,9,0,12,0,0.49673218,0.8489988,0.8632949,1.4170717,0.8572969,0.87536514,1.3572971,1.3753654,1.2714632,1.1790171,158.82353,1,0,15.0,0.0,85.6,30.030651,78.0,78.0,143.0,0.024559999,0.032008257,0.027350001,1.5,false,53,-1,-1,-1,66

