Timestamp,HeartRate
6,69
936,69
1950,68
2920,68
3897,68
4867,68
5841,69
6767,69
7778,69
8752,69
9744,69
10695,69
11664,69
12614,69
13605,69
14601,71
15549,72
16519,72
17487,72
18427,72
19449,71
20404,71
21379,71
22349,71
23320,70
24258,70
25266,70
26228,68
27204,68
28176,68
29153,67
30080,67
31084,67
32057,67
33035,69
34006,69
34974,69
35910,69
36921,69
37906,68
38860,68
39832,68
40804,68
41740,68
42759,67
43718,67
44686,67
45664,67
46636,67
47572,67
48576,66
49548,65
50526,65
51517,65
52466,65
53411,65
54406,65
55381,66
56366,67
57325,67
58326,68
59231,68
