Timestamp,HeartRate
270,97
1233,97
2220,97
3176,97
4136,97
5068,97
6066,97
7030,97
7999,97
8985,97
9938,97
10853,97
11860,97
12816,97
13786,97
14756,97
15775,97
16649,97
17657,97
18616,97
19578,97
20547,97
21518,97
22445,97
23462,97
24406,97
25374,97
26337,97
27303,97
28240,97
29238,97
30217,97
31171,97
32134,97
33099,97
34041,97
35032,97
36000,97
36977,97
37933,97
38893,97
39822,97
40820,97
41789,97
42755,97
43744,97
44689,97
45616,97
46622,97
47586,97
48553,97
49516,97
50502,97
51413,97
52416,97
53384,97
54345,97
55316,97
56283,97
57218,97
58218,97
59177,97
