,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.1,0.11666666666666667,0.11666666666666665
recall,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.1,0.1,0.1
f1-score,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.2857142857142857,0.25,0.0,0.14285714285714285,0.1,0.09642857142857142,0.09642857142857145
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,50.0,50.0
