time,pulse
0.011,621
0.014,341
0.015,385
0.017,433
0.019,295
0.02,289
0.022,289
0.042,291
0.044,289
0.045,289
0.095,295
0.097,293
0.098,281
0.1,285
0.139,281
0.141,287
0.143,285
0.191,287
0.193,321
0.194,311
0.236,289
0.237,291
0.239,291
0.24,287
0.289,293
0.291,293
0.292,291
0.333,293
0.336,289
0.337,289
0.384,287
0.387,289
0.389,289
0.39,293
0.436,289
0.438,293
0.439,291
0.493,287
0.496,289
0.497,287
0.532,291
0.536,291
0.537,289
0.538,287
0.583,303
0.586,285
0.587,291
0.633,293
0.635,285
0.637,291
0.686,289
0.69,291
0.691,293
0.692,287
0.729,289
0.732,291
0.734,287
0.782,289
0.785,291
0.787,291
0.825,251
0.828,281
0.83,283
0.831,285
0.876,283
0.879,289
0.881,287
0.926,291
0.929,321
0.931,307
0.973,289
0.976,289
0.978,289
0.979,289
1.022,293
1.025,289
1.026,293
1.073,297
1.076,285
1.078,289
1.122,287
1.124,289
1.126,287
1.127,289
1.166,291
1.169,295
1.17,291
1.218,285
1.221,289
1.222,289
1.268,289
1.27,291
1.272,293
1.273,289
1.316,293
1.32,287
1.321,291
1.363,291
1.366,287
1.368,289
1.415,291
1.418,287
1.419,303
1.421,293
1.465,293
1.467,287
1.469,289
1.506,287
1.508,291
1.509,289
1.561,297
1.564,287
1.565,273
1.566,283
1.611,287
1.613,285
1.615,289
1.665,291
1.668,321
1.669,297
1.711,287
1.713,293
1.715,291
1.716,289
1.755,291
1.758,289
1.759,293
1.807,305
1.81,291
1.812,289
1.854,291
1.857,287
1.859,287
1.86,289
1.905,289
1.908,295
1.91,285
1.948,287
1.951,291
1.952,289
2.005,291
2.007,287
2.009,295
2.01,293
2.055,289
2.058,287
2.059,287
2.102,287
2.105,287
2.107,287
2.143,289
2.146,293
2.148,297
2.149,287
2.201,289
2.204,287
2.206,287
2.244,287
2.247,291
2.248,291
2.3,303
2.302,287
2.304,287
2.305,275
2.339,283
2.342,287
2.344,287
2.396,291
2.399,285
2.401,285
2.438,297
2.441,291
2.443,289
2.445,291
2.49,293
2.492,291
2.494,293
2.536,295
2.539,289
2.54,289
2.589,291
2.592,291
2.593,281
2.595,291
2.636,293
2.638,305
2.64,287
2.686,289
2.689,287
2.69,289
2.732,289
2.735,289
2.736,289
2.737,291
2.783,289
2.786,285
2.787,293
2.831,291
2.833,289
2.835,291
2.879,295
2.882,297
2.883,287
2.885,287
2.929,293
2.931,291
2.932,289
2.978,289
2.981,293
2.982,293
3.025,303
3.028,291
3.029,277
3.03,287
3.076,287
3.078,285
3.08,311
3.123,301
3.126,297
3.128,291
3.177,293
3.179,287
3.181,293
3.182,293
3.225,293
3.228,291
3.229,293
3.273,291
3.276,291
3.277,293
3.314,291
3.317,295
3.319,291
3.32,295
3.365,295
3.368,295
3.369,285
3.417,289
3.419,293
3.421,293
3.462,291
3.464,291
3.466,293
3.467,305
3.515,293
3.518,291
3.52,293
3.563,297
3.565,293
3.566,293
3.614,289
3.616,295
3.617,289
3.618,291
3.659,291
3.661,291
3.663,295
3.709,291
3.711,263
3.713,285
3.757,291
3.759,291
3.761,287
3.762,301
3.813,299
3.816,297
3.817,295
3.855,293
3.857,311
3.859,295
3.904,291
3.906,293
3.908,295
3.91,297
3.954,293
3.957,289
3.958,295
4.007,291
4.009,293
4.011,295
4.053,295
4.056,297
4.057,291
4.058,293
4.103,297
4.105,295
4.107,293
4.151,293
4.154,289
4.156,297
4.203,295
4.206,295
4.207,295
4.209,307
4.25,293
4.253,297
4.254,295
4.301,295
4.304,295
4.306,291
4.344,295
4.346,299
4.347,297
4.348,293
4.396,293
4.399,293
4.4,295
4.442,293
4.445,267
4.446,287
4.489,289
4.491,289
4.493,305
4.494,297
4.541,295
4.544,295
4.545,289
4.595,299
4.598,307
4.599,295
4.639,293
4.642,291
4.644,295
4.645,295
4.697,295
4.7,293
4.702,309
4.735,293
4.738,293
4.74,295
4.789,297
4.791,297
4.793,295
4.794,297
4.835,295
4.838,291
4.84,293
4.885,293
4.887,295
4.889,295
4.932,293
4.934,293
4.936,299
4.938,293
4.976,295
4.978,297
4.98,295
5.032,293
5.035,293
5.037,303
5.081,295
5.083,311
5.085,291
5.086,295
5.13,295
5.134,293
5.136,275
5.176,287
5.178,293
5.18,295
5.226,289
5.229,301
5.23,297
5.231,297
5.271,295
5.273,299
5.274,299
5.328,301
5.332,293
5.334,295
5.369,295
5.372,295
5.374,297
5.375,295
5.427,297
5.429,295
5.431,303
5.469,293
5.472,293
5.473,301
5.523,293
5.527,295
5.529,295
5.53,295
5.567,305
5.569,295
5.571,291
5.62,293
5.624,299
5.625,295
5.665,299
5.668,293
5.67,295
5.671,295
5.717,291
5.72,295
5.722,293
5.761,295
5.763,293
5.765,297
5.815,295
5.818,301
5.819,293
5.821,281
5.861,291
5.863,289
5.865,295
5.913,297
5.916,325
5.918,315
5.958,297
5.961,297
5.963,295
5.964,299
6.009,295
6.012,295
6.014,295
6.055,297
6.058,291
6.06,293
6.107,297
6.11,291
6.112,295
6.114,301
6.151,297
6.154,299
6.156,295
6.224,291
6.227,289
6.229,295
6.249,297
6.251,293
6.253,295
6.255,295
6.299,307
6.301,295
6.304,291
6.345,295
6.347,297
6.348,297
6.396,295
6.399,297
6.4,307
6.402,295
6.443,293
6.446,293
6.447,297
6.495,295
6.497,297
6.499,265
6.544,287
6.548,289
6.55,289
6.552,291
6.595,291
6.598,291
6.599,291
6.642,315
6.646,303
6.647,301
6.691,293
6.694,293
6.695,295
6.696,297
6.74,299
6.743,297
6.745,299
6.79,309
6.793,291
6.795,291
6.839,291
6.842,293
6.844,293
6.846,297
6.882,299
6.885,297
6.887,293
6.935,295
6.938,291
6.939,295
6.985,295
6.988,295
6.99,295
6.991,299
7.034,297
7.037,295
7.039,297
7.083,295
7.086,291
7.088,297
7.132,293
7.135,297
7.137,311
7.139,293
7.177,297
7.179,293
7.18,293
7.233,293
7.237,295
7.238,265
7.275,291
7.278,289
7.28,291
7.282,293
7.332,295
7.335,291
7.337,315
7.374,301
7.377,299
7.379,293
7.426,293
7.429,299
7.431,295
7.433,297
7.473,295
7.476,299
7.477,297
7.523,297
7.526,293
7.527,289
7.57,293
7.573,291
7.575,295
7.577,293
7.624,295
7.627,309
7.628,295
7.665,293
7.668,291
7.671,295
7.722,293
7.725,295
7.727,295
7.728,297
7.763,293
7.766,289
7.767,289
7.824,291
7.827,295
7.829,293
7.858,295
7.86,295
7.862,291
7.863,289
7.912,291
7.915,293
7.917,293
7.958,297
7.96,295
7.962,295
8.006,301
8.009,291
8.011,285
8.013,289
8.053,287
8.056,291
8.058,293
8.105,321
8.108,311
8.11,293
8.151,297
8.155,295
8.156,291
8.157,293
8.203,295
8.206,297
8.207,297
8.248,291
8.251,293
8.253,291
8.3,295
8.303,291
8.304,295
8.306,297
8.348,295
8.351,295
8.353,293
8.398,289
8.401,295
8.403,293
8.445,291
8.448,295
8.45,297
8.451,307
8.496,293
8.499,293
8.5,291
8.551,291
8.554,291
8.556,293
8.597,291
8.6,301
8.602,293
8.603,293
8.643,295
8.646,291
8.647,293
8.694,293
8.697,291
8.698,297
8.738,293
8.742,291
8.743,277
8.745,287
8.788,293
8.791,289
8.793,317
8.839,303
8.842,293
8.844,295
8.886,295
8.889,295
8.89,293
8.892,295
8.94,295
8.942,295
8.944,309
8.982,291
8.985,295
8.987,293
9.037,291
9.04,291
9.042,293
9.044,295
9.084,295
9.087,291
9.089,291
9.136,295
9.139,293
9.141,293
9.181,295
9.184,295
9.186,293
9.188,291
9.235,295
9.238,295
9.24,293
9.279,293
9.282,293
9.285,293
9.327,299
9.33,293
9.332,289
9.333,289
9.374,293
9.377,291
9.378,293
9.428,293
9.431,295
9.434,309
9.474,293
9.478,293
9.479,287
9.48,293
9.526,273
9.529,283
9.531,293
9.571,293
9.574,289
9.575,299
9.624,295
9.627,293
9.629,293
9.631,297
9.666,295
9.669,295
9.671,291
9.718,291
9.721,293
9.724,291
9.765,297
9.768,291
9.77,297
9.771,293
9.815,303
9.818,293
9.82,291
9.865,291
9.868,297
9.87,293
9.917,291
9.922,297
9.925,301
9.927,291
9.962,289
9.966,291
9.968,289
10.011,291
10.013,293
10.014,295
10.064,293
10.067,291
10.068,289
10.069,291
10.11,293
10.113,291
10.115,293
10.158,295
10.161,297
10.163,295
10.205,291
10.208,293
10.209,293
10.21,293
10.255,293
10.258,293
10.259,295
10.308,305
10.311,293
10.313,277
10.355,287
10.358,289
10.359,287
10.36,313
10.403,301
10.406,299
10.407,291
10.452,295
10.455,293
10.457,293
10.501,295
10.504,295
10.505,299
10.507,295
10.55,293
10.553,293
10.555,297
10.594,287
10.598,291
10.599,293
10.655,293
10.658,293
10.659,299
10.661,291
10.694,289
10.697,293
10.699,291
10.776,293
10.778,299
10.779,295
10.793,311
10.797,295
10.799,293
10.802,295
10.843,289
10.845,291
10.846,297
10.892,293
10.894,297
10.895,293
10.947,295
10.951,295
10.952,293
10.954,293
10.986,291
10.989,295
10.991,297
11.044,291
11.047,289
11.049,287
11.084,293
11.087,293
11.089,293
11.09,295
11.142,291
11.146,295
11.147,279
11.18,283
11.183,287
11.186,305
11.236,299
11.239,295
11.241,297
11.243,307
11.283,291
11.286,293
11.287,295
11.335,295
11.338,295
11.34,297
11.377,295
11.38,291
11.382,289
11.383,291
11.43,289
11.433,291
11.435,291
11.475,295
11.478,297
11.48,295
11.525,291
11.528,293
11.53,297
11.532,293
11.574,291
11.577,293
11.579,291
11.622,295
11.625,295
11.626,291
11.672,291
11.675,293
11.677,293
11.678,293
11.722,295
11.726,293
11.727,309
11.767,291
11.77,299
11.773,291
11.821,295
11.824,293
11.825,295
11.827,297
11.865,295
11.868,291
11.869,281
11.915,285
11.918,307
11.92,299
11.964,295
11.967,293
11.968,295
11.97,293
12.016,293
12.019,295
12.021,295
12.065,293
12.068,291
12.069,297
12.113,293
12.116,297
12.118,291
12.119,293
12.157,291
12.16,291
12.162,295
12.21,297
12.213,299
12.215,309
12.257,291
12.26,293
12.262,293
12.263,295
12.307,293
12.31,299
12.312,299
12.355,299
12.359,293
12.361,291
12.401,297
12.403,295
12.404,295
12.405,295
12.456,295
12.46,297
12.461,289
12.499,295
12.501,291
12.503,297
12.551,293
12.554,295
12.556,293
12.557,297
12.597,299
12.6,289
12.602,287
12.652,275
12.655,289
12.657,287
12.694,313
12.698,303
12.7,315
12.701,291
12.745,293
12.748,295
12.749,293
12.793,297
12.795,297
12.796,299
12.85,297
12.854,293
12.856,293
12.857,291
12.889,295
12.892,295
12.894,295
12.941,301
12.945,299
12.946,295
12.986,289
12.989,295
12.99,295
12.992,291
13.04,293
13.044,295
13.045,295
13.087,299
13.09,295
13.091,293
13.141,291
13.144,295
13.145,291
13.147,299
13.185,295
13.189,309
13.19,289
13.241,293
13.244,295
13.246,293
13.284,295
13.287,293
13.289,295
13.29,299
13.335,295
13.338,299
13.339,291
13.381,291
13.384,293
13.385,293
13.431,265
13.433,287
13.435,289
13.437,289
13.477,303
13.48,299
13.482,293
13.531,299
13.534,293
13.535,297
13.574,293
13.577,295
13.578,299
13.58,297
13.626,293
13.628,287
13.63,297
13.672,295
13.676,309
13.677,293
13.724,289
13.727,295
13.728,289
13.73,291
13.772,295
13.776,295
13.777,299
13.818,291
13.821,291
13.823,297
13.872,295
13.875,297
13.877,293
13.878,293
13.919,295
13.922,293
13.924,295
13.968,291
13.971,295
13.972,297
14.017,295
14.02,293
14.022,295
14.024,293
14.064,293
14.067,295
14.069,295
14.115,291
14.118,293
14.12,291
14.164,299
14.167,309
14.168,293
14.17,291
14.209,291
14.212,293
14.213,295
14.264,267
14.267,287
14.269,339
14.306,303
14.31,297
14.312,297
