time,pulse
8e-06,492
0.010444,473
0.02098,486
0.03152,502
0.04206,511
0.052596,524
0.063132,531
0.073676,534
0.08422,541
0.094756,542
0.1053,543
0.115884,543
0.126468,540
0.137064,539
0.147652,539
0.158236,535
0.168836,533
0.17942,533
0.190004,527
0.2006,527
0.211188,525
0.221772,522
0.232368,524
0.242956,520
0.25354,520
0.264136,522
0.274724,521
0.285308,528
0.295896,536
0.306484,549
0.317068,569
0.327656,592
0.338244,617
0.348828,644
0.359412,664
0.370012,679
0.380588,687
0.39118,686
0.401764,682
0.412348,669
0.422932,647
0.433516,627
0.4441,602
0.454684,578
0.465268,557
0.475852,532
0.486436,514
0.49702,496
0.507604,480
0.518188,472
0.528772,467
0.539356,463
0.549956,467
0.56054,471
0.571124,480
0.581724,494
0.592308,505
0.602892,519
0.613492,534
0.624076,541
0.634676,552
0.64526,558
0.655844,560
0.666444,564
0.677028,560
0.687612,557
0.698212,554
0.708796,545
0.71938,541
0.72998,535
0.740564,526
0.751148,523
0.761744,517
0.772332,512
0.782916,511
0.793516,508
0.804108,505
0.814692,506
0.825292,505
0.835876,510
0.84646,514
0.857044,512
0.867628,518
0.878212,520
0.8888,522
0.899388,528
0.909972,528
0.920556,533
0.931148,533
0.941732,531
0.952316,535
0.9629,535
0.973484,534
0.984072,535
0.994652,533
1.005236,532
1.015876,534
1.026512,531
1.037148,529
1.047788,530
1.05842,526
1.069056,527
1.079692,527
1.090328,524
1.100956,526
1.111588,525
1.122224,523
1.132868,527
1.1435,523
1.15414,523
1.164772,526
1.175408,524
1.186052,528
1.196684,529
1.207308,531
1.217936,544
1.22856,559
1.239196,579
1.24982,607
1.26046,632
1.2711,659
1.281724,684
1.292364,697
1.302996,706
1.313636,705
1.324276,693
1.334908,681
1.345548,660
1.35618,633
1.36682,612
1.37746,582
1.388092,557
1.398732,537
1.409372,515
1.420004,500
1.430644,487
1.441268,475
1.451908,473
1.462548,470
1.47318,471
1.483808,478
1.494428,484
1.505064,495
1.515692,509
1.52632,520
1.536956,531
1.547596,544
1.558224,550
1.56886,559
1.579492,564
1.590128,560
1.600772,562
1.611404,558
1.622036,551
1.632664,548
1.6433,537
1.65394,531
1.664572,527
1.675212,519
1.685852,517
1.696484,513
1.707124,508
1.717756,510
1.728396,508
1.739036,508
1.74966,510
1.760284,510
1.770916,512
1.781556,516
1.792196,516
1.802828,520
1.813464,523
1.8241,522
1.834732,527
1.845372,529
1.856004,527
1.866644,530
1.877284,529
1.887912,528
1.898548,532
1.90918,527
1.919816,528
1.93046,529
1.941088,525
1.951708,528
1.962348,526
1.97298,524
1.98362,527
