time,pulse
0.037,128643
0.052,128727
0.063,128749
0.072,128727
0.087,128929
0.097,128801
0.107,128847
0.127,128855
0.135,128819
0.145,129027
0.163,128983
0.172,128983
0.181,129075
0.19,129185
0.214,129101
0.224,129279
0.231,129195
0.262,129273
0.272,129295
0.28,129309
0.312,129339
0.321,129463
0.33,129441
0.338,129389
0.358,129555
0.367,129401
0.376,129367
0.405,129287
0.414,129229
0.422,129097
0.464,128979
0.474,129101
0.48,129023
0.487,129017
0.504,128891
0.512,128841
0.52,128727
0.557,128745
0.566,128691
0.574,128807
0.6,128661
0.608,128705
0.615,128785
0.622,128657
0.66,128735
0.669,128647
0.677,128705
0.702,128763
0.712,128731
0.721,128771
0.776,128829
0.784,128823
0.791,128869
0.8,128851
0.808,128855
0.815,128859
0.822,128961
0.858,128917
0.867,128907
0.874,129045
0.894,129063
0.904,129129
0.913,129079
0.922,129207
0.951,129273
0.959,129243
0.965,129375
0.99,129379
0.997,129331
1.002,129383
1.045,129533
1.051,129437
1.057,129415
1.062,129419
1.091,129331
1.099,129273
1.105,129173
1.143,129265
1.15,129163
1.158,129155
1.187,129045
1.194,128961
1.199,128907
1.205,129013
1.241,128913
1.247,128833
1.252,129107
1.284,129123
1.29,129063
1.295,129133
1.341,129151
1.349,129167
1.356,129221
1.363,129159
1.38,129251
1.387,129313
1.393,129167
1.435,129189
1.44,129251
1.445,129203
1.479,129207
1.485,129247
1.49,129327
1.495,129239
1.533,129383
1.539,129335
1.543,129279
1.574,129393
1.579,129305
1.583,129499
1.627,129503
1.632,129517
1.638,129481
1.643,129755
1.674,129693
1.681,129649
1.686,129675
1.724,129693
1.729,129745
1.733,129887
1.769,129803
1.774,129709
1.777,129913
1.781,129561
1.82,129577
1.825,129503
1.828,129591
1.874,129401
1.879,129419
1.883,129269
1.916,129389
1.921,129309
1.925,129251
1.929,129251
1.966,129085
1.97,129111
1.975,129085
2.014,129133
2.018,129067
2.022,129085
2.063,129115
2.069,129123
2.072,129101
2.076,129133
2.115,129075
2.119,129013
2.122,129067
2.163,129141
2.167,129225
2.17,129243
2.213,129221
2.218,129225
2.222,129273
2.226,129339
2.258,129411
2.262,129433
2.267,129433
2.307,129529
2.312,129555
2.315,129529
2.358,129755
2.364,129723
2.368,129687
2.37,129693
2.402,129715
2.407,129825
2.413,129891
2.452,129789
2.456,129777
2.46,129573
2.503,129657
2.507,129499
2.51,129529
2.514,129427
2.557,129383
2.561,129411
2.563,129261
2.6,129163
2.604,129167
2.607,129225
2.655,129009
2.66,129133
2.663,129079
2.667,129111
2.695,129261
2.699,129097
2.701,129129
2.75,129005
2.754,128979
2.756,129013
2.794,128961
2.798,128987
2.8,129079
2.803,129039
2.844,129013
2.848,129089
2.85,129067
2.889,129079
2.892,129067
2.895,129097
2.94,129141
2.944,129045
2.945,129177
2.948,129251
2.986,129195
2.989,129151
2.991,129199
3.037,129255
3.041,129195
3.043,129173
3.084,129163
3.088,129217
3.09,129133
3.092,128917
3.139,128815
3.143,128723
3.146,128511
3.185,128533
3.188,128365
3.19,128269
3.234,128353
3.237,128163
3.24,128013
3.242,127991
3.278,127995
3.281,127871
3.284,127877
3.332,127855
3.336,127815
3.339,127973
3.375,127811
3.38,127845
3.383,127775
3.386,127661
3.433,127775
3.436,127749
3.438,127731
3.477,127709
3.48,127819
3.483,127771
3.529,127717
3.532,127775
3.534,127805
3.538,127717
3.574,127767
3.578,127673
3.58,127841
3.621,127893
3.624,127841
3.626,128009
3.674,127933
3.677,128101
3.679,128207
3.68,128061
3.724,128053
3.728,128177
3.73,128137
3.765,128061
3.769,128137
3.771,128005
3.818,127947
3.821,127933
3.824,127837
3.826,127775
3.867,127811
3.869,127723
3.872,127585
3.913,127555
3.917,127489
3.919,127357
3.963,127391
3.966,127379
3.969,127347
3.97,127379
4.013,127335
4.017,127277
4.02,127329
4.059,127387
4.062,127361
4.064,127201
4.113,127295
4.117,127471
4.12,127533
4.122,127387
4.154,127365
4.158,127365
4.159,127497
4.21,127479
4.214,127523
4.216,127501
4.256,127537
4.258,127691
4.261,127617
4.264,127589
4.306,127677
4.308,127705
4.31,127695
4.352,127783
4.355,127735
4.357,127723
4.402,127867
4.405,127789
4.408,127705
4.409,127567
4.453,127479
4.456,127401
4.459,127273
4.5,127241
4.504,127109
4.506,127157
4.549,127007
4.554,126897
4.556,126937
4.558,126853
4.595,126863
4.598,126783
4.6,126769
4.651,126819
4.655,126721
4.657,126815
4.693,126607
4.697,126703
4.699,126769
4.701,126783
4.748,126809
4.752,126735
4.754,126875
4.794,126875
4.797,126941
4.799,126893
4.844,126955
4.847,126881
4.849,127035
4.852,127105
4.886,127097
4.89,127109
4.893,127017
4.941,127145
4.945,127237
4.947,127145
4.985,127233
4.988,127347
4.99,127497
4.992,127461
5.04,127739
5.043,127585
5.044,127749
5.081,127661
5.083,127567
5.085,127603
5.132,127621
5.135,127655
5.137,127603
5.138,127855
5.178,127625
5.182,127739
5.185,127563
5.234,127643
5.237,127633
5.238,127625
5.28,127537
5.283,127669
5.285,127815
5.287,127611
5.357,127655
5.361,127665
5.363,127595
5.379,127485
5.383,127475
5.386,127501
5.427,127453
5.43,127551
5.432,127401
5.433,127339
5.474,127369
5.477,127307
5.479,127263
5.521,127307
5.525,127335
5.526,127369
5.57,127281
5.574,127285
5.576,127113
5.577,127263
5.625,127153
5.628,127313
5.63,127197
5.669,127321
5.673,127255
5.675,127263
5.713,127223
5.717,127263
5.719,127097
5.72,126977
5.769,127061
5.772,126889
5.774,127057
5.819,126947
5.823,126787
5.826,126703
5.863,126659
5.867,126633
5.869,126599
5.87,126615
5.909,126519
5.913,126603
5.915,126717
5.962,126585
5.966,126431
5.968,126497
6.009,126581
6.013,126589
6.016,126691
6.018,126531
6.054,126615
6.057,126677
6.058,126575
6.104,126523
6.106,126567
6.107,126483
6.155,126527
6.159,126549
6.161,126431
6.164,126515
6.203,126673
6.207,126479
6.209,126413
6.252,126383
6.255,126391
6.258,126329
6.298,126483
6.301,126409
6.304,126465
6.305,126553
6.351,126373
6.355,126431
6.356,126365
6.396,126377
6.399,126405
6.401,126443
6.449,126241
6.453,126289
6.455,126285
6.457,126139
6.494,126055
6.497,125985
6.499,125945
6.551,125951
6.554,125845
6.556,125769
6.593,125739
6.597,125845
6.598,125729
6.6,125751
6.647,125805
6.65,125787
6.653,125729
6.688,125703
6.691,125801
6.694,125721
6.744,125677
6.747,125751
6.749,125677
6.75,125699
6.789,125641
6.792,125667
6.795,125713
6.842,125685
6.845,125721
6.847,125813
6.884,125645
6.888,125641
6.89,125641
6.891,125739
6.939,125729
6.943,125757
6.945,125883
6.982,125791
6.985,125757
6.986,125857
7.035,125923
7.038,126065
7.039,125937
7.041,125867
7.085,126087
7.088,126157
7.089,126171
7.133,126077
7.137,126157
7.14,126121
7.179,126025
7.182,125963
7.185,126025
7.186,126003
7.232,125853
7.236,125845
7.237,125809
7.273,125857
7.276,125773
7.277,125875
7.335,125721
7.338,125831
7.339,125761
7.341,125751
7.372,125963
7.375,126055
7.377,125875
7.423,125929
7.427,126051
7.429,126029
7.467,126087
7.469,126099
7.47,126153
7.472,126337
7.521,126277
7.524,126281
7.525,126409
7.568,126501
7.571,126487
7.574,126603
7.622,126651
7.625,126655
7.628,126823
7.63,126717
7.665,126823
7.668,126915
7.669,126885
7.715,127039
7.719,127113
7.72,127229
7.763,127237
7.766,127413
7.768,127321
7.769,127369
7.812,127457
7.815,127449
7.817,127439
7.858,127263
7.86,127395
7.862,127409
7.905,127467
7.908,127365
7.91,127281
7.911,127285
7.957,127233
7.96,127241
7.962,127123
8.006,127167
8.009,127277
8.011,127291
8.054,127141
8.056,127157
8.058,127167
8.059,127269
8.103,127141
8.107,127295
8.109,127219
8.153,127263
8.156,127343
8.158,127351
8.204,127339
8.207,127347
8.208,127417
8.21,127445
8.249,127409
8.252,127427
8.254,127529
8.303,127485
8.306,127519
8.308,127633
8.349,127727
8.353,127761
8.356,127775
8.357,127811
8.397,127885
8.401,128013
8.403,128021
8.445,127863
8.449,128049
8.45,128079
8.491,128115
8.495,128057
8.497,128153
8.498,128079
8.546,128269
8.549,128163
8.551,128207
8.59,128035
8.593,128027
8.595,127995
8.644,127915
8.647,127885
8.649,127793
8.651,127745
8.689,127669
8.691,127661
8.694,127501
8.745,127479
8.747,127427
8.749,127383
8.783,127493
8.786,127479
8.788,127395
8.789,127339
8.839,127307
8.843,127241
8.845,127197
8.882,127201
8.886,127241
8.888,127291
8.937,127167
8.94,127317
8.943,127237
8.945,127211
8.979,127273
8.983,127223
8.984,127255
9.035,127185
9.038,127251
9.04,127245
9.078,127263
9.081,127255
9.083,127223
9.084,127291
9.134,127259
9.137,127365
9.139,127439
9.175,127409
9.179,127453
9.18,127423
9.228,127365
9.232,127493
9.234,127533
9.236,127461
9.273,127595
9.276,127629
9.278,127629
9.326,127595
9.329,127603
9.331,127713
9.369,127595
9.371,127633
9.373,127519
9.374,127479
9.424,127511
9.427,127383
9.428,127313
9.463,127127
9.466,127131
9.468,127299
9.519,127075
9.522,127101
9.524,127035
9.526,127029
9.564,127113
9.568,127193
9.57,126999
9.613,127079
9.615,127141
9.616,127113
9.662,127153
9.664,127131
9.665,127157
9.666,127211
9.713,127325
9.716,127281
9.717,127145
9.76,127379
9.764,127361
9.765,127457
9.81,127395
9.813,127449
9.815,127607
9.816,127545
9.853,127617
9.856,127639
9.858,127643
9.924,127801
9.927,127753
9.928,127929
9.95,127915
9.953,127849
9.956,128119
9.958,128149
10.005,128149
10.007,128259
10.008,128145
10.053,128339
10.057,128503
10.058,128453
10.103,128529
10.107,128701
10.109,128559
10.111,128595
10.148,128485
10.151,128493
10.153,128453
10.2,128419
10.203,128459
10.205,128445
10.246,128427
10.249,128427
10.251,128357
10.253,128237
10.298,128181
10.301,128295
10.304,128277
10.343,128247
10.347,128259
10.348,128343
10.395,128415
10.398,128463
10.4,128467
10.403,128453
10.441,128427
10.444,128445
10.446,128585
10.49,128445
10.492,128701
10.493,128639
10.543,128591
10.546,128639
10.547,128785
10.548,128815
10.587,128841
10.59,128749
10.593,128829
10.637,128929
10.641,129045
10.643,129045
10.683,128991
10.686,129057
10.688,129075
10.689,129133
10.741,129075
10.744,129313
10.746,129229
10.783,129353
10.787,129327
10.788,129309
10.833,129283
10.837,129279
10.838,129195
10.84,129115
10.881,129085
10.884,129045
10.885,129009
10.934,129001
10.938,128877
10.939,128973
10.978,128793
10.981,128767
10.984,128801
10.986,128899
11.026,128793
11.029,128757
11.031,128823
11.077,128819
11.08,128753
11.082,128807
11.128,128841
11.131,128771
11.134,128983
11.136,128785
11.174,128935
11.177,128991
11.178,128811
11.224,128913
11.227,128951
11.229,128907
11.271,128881
11.274,129053
11.276,128969
11.278,128983
11.321,128943
11.324,129027
11.326,128991
11.366,129017
11.368,129027
11.369,129247
11.416,129189
11.419,129181
11.42,129185
11.422,129279
11.464,129221
11.467,129203
11.468,129301
11.518,129295
11.521,129199
11.523,129323
11.562,129137
11.565,129101
11.567,128957
11.568,128869
11.611,128753
11.614,128701
11.616,128559
11.66,128493
11.663,128529
11.665,128291
11.71,128299
11.713,128259
11.715,128221
11.716,128251
11.754,128171
11.757,128159
11.759,128247
11.803,128185
11.805,127999
11.807,128105
11.858,128075
11.862,127977
11.864,128021
11.865,128131
11.906,128079
11.909,128057
11.911,128211
11.953,128101
11.956,128115
11.958,128087
12.0,128065
12.003,128031
12.005,128167
12.007,128203
12.051,128159
12.054,128185
12.055,128269
12.1,128167
12.103,128361
12.105,128163
12.145,128269
12.148,128357
12.15,128343
12.151,128503
12.194,128437
12.197,128519
12.198,128463
12.243,128415
12.246,128507
12.247,128453
12.291,128393
12.293,128437
12.295,128247
12.296,128155
12.342,128243
12.345,128141
12.347,128043
12.387,127731
12.39,127767
12.392,127709
12.437,127639
12.44,127559
12.442,127427
12.443,127493
12.489,127423
12.492,127439
12.494,127329
12.54,127211
12.543,127335
12.545,127335
12.583,127329
12.586,127369
12.588,127263
12.589,127307
12.639,127237
12.642,127321
12.645,127351
12.682,127193
12.685,127329
12.686,127555
12.737,127343
12.74,127339
12.743,127313
12.744,127435
12.779,127373
12.783,127383
12.785,127497
12.831,127567
12.834,127779
12.835,127519
12.874,127661
12.877,127753
12.879,127801
12.881,127841
12.93,127735
12.933,128013
12.934,127955
12.971,128083
12.974,128083
12.976,127983
13.028,128159
13.03,128093
13.033,128083
13.034,128087
13.071,127973
13.074,127987
13.078,127977
13.126,127797
13.129,127617
13.13,127607
13.165,127445
13.167,127361
13.168,127277
13.169,127207
13.223,127223
13.226,127255
13.228,127185
13.266,127083
13.269,127127
13.27,127171
13.323,127105
13.326,127229
13.328,127087
13.329,127219
13.361,127317
13.364,127127
13.366,127163
13.42,127277
13.423,127241
13.425,127215
13.461,127303
13.464,127233
13.466,127251
13.467,127241
13.512,127325
13.515,127357
13.517,127387
13.56,127489
13.563,127537
13.564,127633
13.61,127533
13.613,127713
13.615,127651
13.616,127687
13.658,127811
13.661,127827
13.663,128027
13.706,128109
13.709,128153
13.711,128199
13.754,128233
13.757,128255
13.759,128207
13.76,128027
13.8,128131
13.804,127881
13.806,127911
13.851,127793
13.854,127683
13.856,127757
13.903,127585
13.906,127633
13.908,127581
13.909,127523
13.949,127357
13.952,127383
13.954,127405
13.994,127435
13.997,127585
13.999,127479
14.047,127559
14.05,127797
14.051,127939
14.052,127921
14.094,128127
14.098,128233
14.1,128419
14.141,128763
14.144,128657
14.145,128873
14.193,128837
14.196,129093
14.197,129111
14.198,129295
14.238,129467
14.241,129555
14.242,129605
14.289,129777
14.291,129873
14.294,129993
14.338,130037
14.341,130209
14.344,130253
14.346,130379
14.388,130345
14.392,130565
14.394,130385
14.436,130525
14.439,130477
14.441,130535
14.488,130469
14.49,130521
14.492,130441
14.494,130385
14.538,130521
14.541,130327
14.544,130111
14.582,130085
14.585,129829
14.587,129639
14.637,129573
14.64,129367
14.642,129211
14.644,129119
14.677,128957
14.681,128819
14.683,128727
14.735,128683
14.739,128503
14.74,128481
14.776,128449
14.78,128445
14.782,128577
14.784,128441
14.829,128353
14.832,128287
14.835,128277
14.872,128243
14.875,128251
14.877,128123
14.924,128145
14.927,128159
14.928,127999
14.929,127911
14.968,127871
14.971,127939
