Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
1534486251,2024/04/07,1075.0,629.0,974.0,713.0,1177.0,544.0,0.01433,0.17173,-0.98504,-0.05227,0.12777,-0.99043,4.728,5.212,sober
1534502905,2024/04/07,1025.0,659.0,989.0,703.0,1062.0,615.0,0.01724,0.16757,-0.98571,-0.09217,0.14985,-0.9844,4.723,5.14,sober
1534519560,2024/04/07,968.0,697.0,989.0,703.0,947.0,692.0,0.01801,0.16868,-0.98551,-0.1284,0.17492,-0.97617,4.723,5.105,sober
1534536215,2024/04/07,951.0,693.0,nan,nan,951.0,693.0,nan,nan,nan,-0.12689,0.17523,-0.97632,nan,5.108,sober
1534552869,2024/04/07,969.0,702.0,986.0,711.0,952.0,693.0,0.01735,0.17057,-0.98519,-0.12664,0.17506,-0.97638,4.853,5.102,sober
1534569524,2024/04/07,962.0,702.0,976.0,710.0,948.0,693.0,0.0146,0.17121,-0.98513,-0.12761,0.17589,-0.9761,4.791,5.1,sober
1534586179,2024/04/07,957.0,702.0,968.0,711.0,946.0,692.0,0.01229,0.1717,-0.98507,-0.12837,0.17539,-0.97609,4.801,5.104,sober
1534602834,2024/04/07,958.0,700.0,967.0,708.0,949.0,692.0,0.01197,0.17045,-0.98529,-0.12739,0.17537,-0.97622,4.806,5.108,sober
1534619488,2024/04/07,961.0,701.0,971.0,709.0,951.0,694.0,0.01345,0.17074,-0.98523,-0.12688,0.17577,-0.97622,4.808,5.112,sober
1534636143,2024/04/07,960.0,704.0,969.0,712.0,950.0,697.0,0.013,0.17147,-0.9851,-0.12719,0.17651,-0.97605,4.812,5.119,sober
1534652798,2024/04/07,954.0,702.0,960.0,709.0,948.0,695.0,0.00994,0.17079,-0.98526,-0.12777,0.17583,-0.97609,4.806,5.127,sober
1534669452,2024/04/07,957.0,701.0,963.0,711.0,951.0,691.0,0.01085,0.17124,-0.98517,-0.12694,0.17455,-0.97643,4.809,5.132,sober
1534686107,2024/04/07,956.0,699.0,967.0,701.0,945.0,697.0,0.01239,0.16784,-0.98574,-0.12894,0.17637,-0.97584,4.825,5.142,sober
1534702762,2024/04/07,954.0,697.0,966.0,698.0,943.0,696.0,0.01213,0.16704,-0.98588,-0.12966,0.17583,-0.97584,4.834,5.152,sober
1534719416,2024/04/07,959.0,696.0,973.0,696.0,945.0,696.0,0.01442,0.16627,-0.98598,-0.12876,0.17573,-0.97598,4.842,5.146,sober
1534736071,2024/04/07,956.0,699.0,972.0,696.0,939.0,703.0,0.01431,0.16613,-0.986,-0.1307,0.1778,-0.97535,4.844,5.149,sober
1534752726,2024/04/07,924.0,679.0,939.0,687.0,910.0,671.0,0.00349,0.1637,-0.9865,-0.14006,0.16807,-0.97577,4.866,5.183,sober
1534769380,2024/04/07,879.0,630.0,889.0,640.0,869.0,621.0,-0.01254,0.14891,-0.98877,-0.15327,0.15213,-0.9764,4.878,5.2,sober
1534786035,2024/04/07,870.0,621.0,884.0,638.0,855.0,603.0,-0.01426,0.14822,-0.98885,-0.1578,0.14612,-0.9766,4.908,5.209,sober
1534802690,2024/04/07,867.0,624.0,883.0,642.0,850.0,605.0,-0.01469,0.14949,-0.98865,-0.15961,0.14658,-0.97624,4.917,5.218,sober
