Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
1501326805,2024/04/07,570.0,42.0,nan,nan,570.0,42.0,nan,nan,nan,-0.26613,-0.03295,-0.96337,nan,5.926,sober
1501343460,2024/04/07,564.0,44.0,nan,nan,564.0,44.0,nan,nan,nan,-0.26888,-0.0326,-0.96262,nan,5.929,sober
1501360114,2024/04/07,560.0,39.0,nan,nan,560.0,39.0,nan,nan,nan,-0.26944,-0.03386,-0.96242,nan,5.931,sober
1501376769,2024/04/07,563.0,44.0,nan,nan,563.0,44.0,nan,nan,nan,-0.2682,-0.03197,-0.96283,nan,5.936,sober
1501393424,2024/04/07,565.0,44.0,nan,nan,565.0,44.0,nan,nan,nan,-0.26701,-0.03141,-0.96318,nan,5.937,sober
1501410078,2024/04/07,572.0,39.0,nan,nan,572.0,39.0,nan,nan,nan,-0.2645,-0.03313,-0.96382,nan,5.936,sober
1501426733,2024/04/07,613.0,36.0,nan,nan,613.0,36.0,nan,nan,nan,-0.25073,-0.03363,-0.96747,nan,5.925,sober
1501443388,2024/04/07,639.0,28.0,nan,nan,639.0,28.0,nan,nan,nan,-0.24188,-0.03646,-0.96962,nan,5.926,sober
1501460042,2024/04/07,629.0,25.0,nan,nan,629.0,25.0,nan,nan,nan,-0.24538,-0.03731,-0.96871,nan,5.902,sober
1501476697,2024/04/07,640.0,53.0,656.0,87.0,625.0,19.0,-0.09516,-0.0201,-0.99526,-0.24768,-0.03943,-0.96804,5.439,5.889,sober
1501493352,2024/04/07,644.0,52.0,650.0,93.0,639.0,11.0,-0.09434,-0.01919,-0.99536,-0.24103,-0.04337,-0.96955,5.411,5.909,sober
1501510006,2024/04/07,648.0,59.0,652.0,103.0,645.0,14.0,-0.09339,-0.01599,-0.9955,-0.23945,-0.04235,-0.96999,5.405,5.905,sober
1501526661,2024/04/07,648.0,60.0,656.0,103.0,640.0,18.0,-0.09167,-0.01584,-0.99566,-0.24137,-0.04093,-0.96957,5.39,5.891,sober
1501543316,2024/04/07,643.0,57.0,654.0,95.0,633.0,19.0,-0.09197,-0.01864,-0.99559,-0.24332,-0.03973,-0.96913,5.382,5.87,sober
1501559971,2024/04/07,645.0,64.0,650.0,97.0,639.0,30.0,-0.0934,-0.01775,-0.99547,-0.24126,-0.03545,-0.96981,5.379,5.861,sober
1501576625,2024/04/07,645.0,64.0,648.0,105.0,641.0,23.0,-0.09392,-0.01493,-0.99547,-0.24042,-0.03733,-0.96995,5.391,5.86,sober
1501593280,2024/04/07,643.0,61.0,650.0,104.0,637.0,19.0,-0.09398,-0.01567,-0.99545,-0.24277,-0.03973,-0.96927,5.388,5.851,sober
1501609935,2024/04/07,638.0,60.0,648.0,102.0,628.0,17.0,-0.09621,-0.01659,-0.99522,-0.24703,-0.04022,-0.96817,5.352,5.854,sober
1501626589,2024/04/07,639.0,58.0,649.0,97.0,630.0,19.0,-0.09596,-0.01835,-0.99522,-0.24612,-0.03959,-0.96843,5.34,5.859,sober
1501643244,2024/04/07,644.0,56.0,652.0,89.0,635.0,22.0,-0.09539,-0.02139,-0.99521,-0.24445,-0.03881,-0.96888,5.363,5.858,sober
1501659899,2024/04/07,642.0,58.0,651.0,90.0,633.0,25.0,-0.09403,-0.02057,-0.99536,-0.24408,-0.03721,-0.96904,5.358,5.847,sober
1501676553,2024/04/07,639.0,64.0,646.0,99.0,633.0,29.0,-0.09811,-0.01685,-0.99503,-0.24574,-0.03585,-0.96867,5.331,5.852,sober
1501693208,2024/04/07,642.0,63.0,648.0,98.0,637.0,28.0,-0.09717,-0.01672,-0.99513,-0.24378,-0.03617,-0.96916,5.325,5.863,sober
1501709863,2024/04/07,644.0,57.0,649.0,96.0,640.0,19.0,-0.09916,-0.01847,-0.9949,-0.24373,-0.04051,-0.969,5.36,5.866,sober
1501726517,2024/04/07,645.0,58.0,648.0,95.0,642.0,21.0,-0.09581,-0.01939,-0.99521,-0.24079,-0.03966,-0.96977,5.364,5.869,sober
1501743172,2024/04/07,643.0,61.0,650.0,94.0,637.0,28.0,-0.09474,-0.02024,-0.9953,-0.24304,-0.0376,-0.96929,5.35,5.871,sober
1501759827,2024/04/07,644.0,62.0,653.0,94.0,636.0,29.0,-0.09367,-0.02062,-0.99539,-0.24367,-0.03757,-0.96913,5.353,5.877,sober
1501776481,2024/04/07,645.0,64.0,651.0,95.0,640.0,34.0,-0.09568,-0.0208,-0.99519,-0.24321,-0.03629,-0.96929,5.338,5.887,sober
1501793136,2024/04/07,642.0,63.0,646.0,92.0,638.0,33.0,-0.09719,-0.0214,-0.99504,-0.24394,-0.03657,-0.9691,5.339,5.891,sober
1501809791,2024/04/07,644.0,60.0,652.0,90.0,636.0,30.0,-0.0951,-0.02308,-0.9952,-0.24472,-0.03823,-0.96884,5.364,5.892,sober
1501826446,2024/04/07,643.0,61.0,655.0,91.0,631.0,32.0,-0.0932,-0.02287,-0.99539,-0.24578,-0.03752,-0.9686,5.374,5.898,sober
1501843100,2024/04/07,640.0,67.0,650.0,96.0,629.0,38.0,-0.09474,-0.021,-0.99528,-0.24681,-0.03564,-0.96841,5.385,5.908,sober
1501859755,2024/04/07,640.0,65.0,648.0,97.0,633.0,34.0,-0.09548,-0.02095,-0.99521,-0.24572,-0.03715,-0.96863,5.384,5.924,sober
1501876410,2024/04/07,646.0,60.0,650.0,87.0,641.0,33.0,-0.09456,-0.02438,-0.99522,-0.24281,-0.03761,-0.96934,5.381,5.923,sober
1501893064,2024/04/07,647.0,59.0,650.0,84.0,644.0,33.0,-0.09454,-0.02535,-0.9952,-0.24175,-0.03739,-0.96962,5.386,5.926,sober
1501909719,2024/04/07,645.0,57.0,650.0,88.0,640.0,26.0,-0.09448,-0.0239,-0.99524,-0.24329,-0.03994,-0.96913,5.389,5.946,sober
1501926374,2024/04/07,640.0,57.0,650.0,89.0,630.0,26.0,-0.09428,-0.0238,-0.99526,-0.24666,-0.04033,-0.96826,5.402,5.922,sober
1501943028,2024/04/07,609.0,62.0,599.0,91.0,619.0,32.0,-0.11244,-0.02191,-0.99342,-0.2496,-0.0367,-0.96765,5.415,5.874,sober
1501959683,2024/04/07,526.0,58.0,532.0,85.0,521.0,31.0,-0.13705,-0.0243,-0.99027,-0.283,-0.03601,-0.95845,5.426,5.968,sober
1501976338,2024/04/07,523.0,52.0,525.0,72.0,521.0,31.0,-0.13906,-0.02994,-0.98983,-0.28236,-0.03659,-0.95861,5.423,5.968,sober
1501992992,2024/04/07,535.0,75.0,535.0,75.0,nan,nan,-0.1357,-0.02917,-0.99032,nan,nan,nan,5.435,nan,sober
1502009647,2024/04/07,537.0,51.0,536.0,70.0,538.0,31.0,-0.13531,-0.03154,-0.9903,-0.27663,-0.0362,-0.96029,5.431,6.004,sober
