Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
539759790,2024/04/07,490.0,661.0,478.0,668.0,503.0,654.0,-0.12201,0.16379,-0.97892,-0.23629,0.16536,-0.95751,5.63,6.127,sober
539776445,2024/04/07,490.0,685.0,492.0,690.0,489.0,681.0,-0.11702,0.17062,-0.97836,-0.24019,0.17325,-0.95514,5.563,6.076,sober
539793100,2024/04/07,481.0,657.0,488.0,644.0,474.0,670.0,-0.1179,0.15659,-0.9806,-0.24438,0.17,-0.95466,5.675,6.097,sober
539809755,2024/04/07,485.0,646.0,489.0,607.0,481.0,685.0,-0.11744,0.14527,-0.9824,-0.24217,0.17462,-0.95439,5.726,6.068,sober
539826409,2024/04/07,482.0,632.0,474.0,599.0,490.0,664.0,-0.12236,0.14267,-0.98218,-0.24012,0.16849,-0.95601,5.714,6.101,sober
539843063,2024/04/07,474.0,619.0,467.0,586.0,482.0,651.0,-0.12473,0.13851,-0.98248,-0.24296,0.16423,-0.95603,5.726,6.117,sober
539859718,2024/04/07,478.0,612.0,475.0,580.0,481.0,644.0,-0.12228,0.1365,-0.98306,-0.24331,0.16208,-0.95631,5.718,6.125,sober
539876372,2024/04/07,474.0,596.0,465.0,569.0,483.0,624.0,-0.12519,0.13307,-0.98317,-0.24304,0.15615,-0.95736,5.717,6.152,sober
539893027,2024/04/07,485.0,590.0,480.0,578.0,490.0,602.0,-0.12018,0.13606,-0.98338,-0.24114,0.1497,-0.95887,5.704,6.175,sober
539909682,2024/04/07,486.0,578.0,481.0,570.0,490.0,587.0,-0.11966,0.13399,-0.98373,-0.24101,0.14539,-0.95957,5.701,6.198,sober
539926335,2024/04/07,479.0,571.0,476.0,570.0,483.0,573.0,-0.12124,0.13403,-0.98353,-0.24313,0.14128,-0.95965,5.682,6.217,sober
