Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
87584203,2024/04/07,393.0,249.0,376.0,242.0,410.0,256.0,-0.2129,0.04413,-0.97608,-0.3316,0.05002,-0.94209,6.181,6.367,sober
87600858,2024/04/07,421.0,239.0,378.0,242.0,463.0,236.0,-0.21193,0.04454,-0.97627,-0.31525,0.04383,-0.948,6.183,6.256,sober
87617512,2024/04/07,392.0,245.0,378.0,242.0,405.0,249.0,-0.21198,0.0448,-0.97625,-0.33292,0.04829,-0.94172,6.187,6.152,sober
87634167,2024/04/07,390.0,242.0,376.0,235.0,405.0,249.0,-0.21259,0.04269,-0.97621,-0.33271,0.04855,-0.94178,6.198,6.152,sober
87650822,2024/04/07,394.0,240.0,377.0,234.0,411.0,246.0,-0.21216,0.04235,-0.97632,-0.33116,0.04744,-0.94238,6.206,6.161,sober
87667477,2024/04/07,392.0,243.0,374.0,241.0,411.0,246.0,-0.2131,0.04494,-0.976,-0.33098,0.04764,-0.94244,6.209,6.161,sober
87684131,2024/04/07,418.0,235.0,375.0,238.0,461.0,231.0,-0.21272,0.04383,-0.97613,-0.31586,0.04273,-0.94784,6.217,6.285,sober
87700786,2024/04/07,419.0,234.0,376.0,236.0,461.0,231.0,-0.21235,0.04307,-0.97624,-0.31567,0.04279,-0.9479,6.226,6.285,sober
87717441,2024/04/07,423.0,236.0,373.0,239.0,473.0,234.0,-0.21338,0.04402,-0.97598,-0.31223,0.04383,-0.94899,6.219,6.265,sober
87734095,2024/04/07,425.0,234.0,377.0,235.0,473.0,234.0,-0.21166,0.04292,-0.9764,-0.31189,0.04404,-0.9491,6.213,6.265,sober
87750750,2024/04/07,412.0,237.0,381.0,233.0,443.0,241.0,-0.21022,0.04266,-0.97672,-0.3209,0.04665,-0.94596,6.217,6.257,sober
87767405,2024/04/07,404.0,235.0,365.0,229.0,443.0,241.0,-0.21638,0.04097,-0.97545,-0.3214,0.04681,-0.94579,6.158,6.257,sober
87784059,2024/04/07,414.0,233.0,362.0,236.0,467.0,230.0,-0.21611,0.04314,-0.97542,-0.31296,0.04348,-0.94877,6.152,6.292,sober
87800714,2024/04/07,420.0,235.0,373.0,239.0,467.0,230.0,-0.21494,0.0453,-0.97558,-0.31525,0.04438,-0.94797,6.204,6.292,sober
87817369,2024/04/07,408.0,231.0,372.0,233.0,444.0,228.0,-0.21233,0.04319,-0.97624,-0.31971,0.04309,-0.94653,6.195,6.282,sober
87834023,2024/04/07,408.0,234.0,372.0,239.0,444.0,228.0,-0.21173,0.04538,-0.97627,-0.3193,0.04322,-0.94667,6.19,6.282,sober
87850678,2024/04/07,394.0,242.0,377.0,243.0,410.0,241.0,-0.21021,0.04671,-0.97654,-0.32953,0.04756,-0.94295,6.182,6.193,sober
87867333,2024/04/07,394.0,240.0,377.0,240.0,410.0,241.0,-0.20992,0.04574,-0.97665,-0.32925,0.04758,-0.94305,6.172,6.193,sober
87883987,2024/04/07,414.0,241.0,372.0,246.0,455.0,236.0,-0.21131,0.04778,-0.97625,-0.31585,0.04623,-0.94768,6.159,6.281,sober
87900642,2024/04/07,415.0,241.0,375.0,245.0,455.0,236.0,-0.20997,0.0476,-0.97655,-0.3155,0.04634,-0.94779,6.149,6.281,sober
87917297,2024/04/07,415.0,232.0,384.0,240.0,446.0,224.0,-0.20694,0.04598,-0.97727,-0.31838,0.0423,-0.94702,6.144,6.283,sober
87933952,2024/04/07,415.0,231.0,385.0,238.0,446.0,224.0,-0.20633,0.04501,-0.97745,-0.3181,0.04222,-0.94712,6.126,6.283,sober
87950606,2024/04/07,410.0,237.0,384.0,241.0,436.0,234.0,-0.20677,0.04592,-0.97731,-0.32096,0.04551,-0.946,6.114,6.241,sober
87967261,2024/04/07,414.0,238.0,391.0,242.0,436.0,234.0,-0.20405,0.04648,-0.97786,-0.32059,0.0455,-0.94613,6.101,6.241,sober
87983916,2024/04/07,414.0,233.0,392.0,241.0,435.0,224.0,-0.20323,0.04639,-0.97803,-0.32095,0.04247,-0.94614,6.095,6.28,sober
88000570,2024/04/07,403.0,228.0,382.0,240.0,423.0,215.0,-0.20642,0.04629,-0.97737,-0.3245,0.03934,-0.94507,6.101,6.405,sober
88017225,2024/04/07,391.0,229.0,380.0,241.0,402.0,217.0,-0.20689,0.04652,-0.97726,-0.33075,0.04032,-0.94286,6.098,6.357,sober
