Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
681422295,2024/04/07,530.0,583.0,525.0,604.0,535.0,561.0,-0.15031,0.1517,-0.97693,-0.26976,0.12846,-0.95432,5.075,5.589,sober
681438950,2024/04/07,525.0,575.0,526.0,611.0,525.0,539.0,-0.14994,0.15364,-0.97668,-0.273,0.12147,-0.95431,5.081,5.546,sober
681455605,2024/04/07,530.0,575.0,533.0,611.0,528.0,538.0,-0.14765,0.1537,-0.97702,-0.27206,0.12111,-0.95463,5.084,5.542,sober
681472260,2024/04/07,549.0,581.0,546.0,617.0,552.0,544.0,-0.14381,0.15554,-0.97731,-0.26524,0.12272,-0.95634,5.078,5.556,sober
681488914,2024/04/07,560.0,576.0,559.0,611.0,562.0,541.0,-0.13996,0.15352,-0.97818,-0.26247,0.1216,-0.95725,5.075,5.554,sober
681505568,2024/04/07,564.0,572.0,559.0,596.0,569.0,548.0,-0.14013,0.14843,-0.97894,-0.26018,0.12366,-0.95761,5.074,5.571,sober
681522223,2024/04/07,568.0,568.0,564.0,590.0,572.0,545.0,-0.13832,0.14657,-0.97948,-0.25941,0.12275,-0.95793,5.082,5.57,sober
681538878,2024/04/07,550.0,564.0,570.0,597.0,530.0,531.0,-0.13655,0.14837,-0.97946,-0.27168,0.11769,-0.95516,5.089,5.559,sober
681555532,2024/04/07,544.0,564.0,565.0,600.0,523.0,529.0,-0.1384,0.14904,-0.9791,-0.27398,0.11671,-0.95463,5.086,5.557,sober
681572187,2024/04/07,551.0,559.0,551.0,598.0,552.0,521.0,-0.14266,0.14818,-0.97862,-0.26581,0.11432,-0.95722,5.081,5.599,sober
681588842,2024/04/07,555.0,561.0,557.0,600.0,553.0,523.0,-0.14081,0.14873,-0.9788,-0.26545,0.11484,-0.95726,5.084,5.602,sober
681605498,2024/04/07,553.0,566.0,562.0,599.0,544.0,532.0,-0.13943,0.14852,-0.97903,-0.26788,0.11739,-0.95627,5.089,5.551,sober
681622152,2024/04/07,556.0,568.0,565.0,602.0,546.0,533.0,-0.13848,0.14925,-0.97905,-0.26736,0.11777,-0.95637,5.097,5.548,sober
681638807,2024/04/07,561.0,575.0,570.0,602.0,552.0,547.0,-0.13699,0.14918,-0.97927,-0.26547,0.12221,-0.95634,5.093,5.54,sober
681655462,2024/04/07,555.0,574.0,562.0,601.0,549.0,547.0,-0.13946,0.14887,-0.97897,-0.26661,0.12185,-0.95607,5.079,5.537,sober
681672116,2024/04/07,521.0,568.0,531.0,602.0,511.0,534.0,-0.14866,0.14944,-0.97753,-0.27701,0.11831,-0.95355,5.082,5.528,sober
681688771,2024/04/07,475.0,572.0,489.0,603.0,460.0,541.0,-0.16104,0.14992,-0.9755,-0.29071,0.12047,-0.9492,5.083,5.529,sober
681705426,2024/04/07,463.0,566.0,478.0,593.0,448.0,538.0,-0.1646,0.14656,-0.97541,-0.29428,0.11929,-0.94824,5.103,5.542,sober
681722080,2024/04/07,461.0,564.0,472.0,593.0,451.0,535.0,-0.16654,0.14662,-0.97507,-0.29356,0.11833,-0.94859,5.106,5.554,sober
681738735,2024/04/07,454.0,568.0,461.0,600.0,447.0,536.0,-0.16987,0.14885,-0.97416,-0.29464,0.11891,-0.94818,5.083,5.56,sober
