Timestamp,HeartRate
189,109
1127,109
2141,109
3127,109
4083,109
5056,109
6038,109
6984,109
7983,109
8955,109
9932,110
10925,110
11883,110
12822,110
13828,110
14824,110
15780,110
16748,110
17725,110
18674,110
19672,109
20650,109
21616,109
22596,109
23571,109
24504,109
25523,109
26494,109
27468,109
28441,110
29424,110
30361,110
31369,110
32349,110
33309,110
34285,110
35266,110
36202,110
37213,110
38188,109
39164,109
40132,109
41108,109
42051,109
43064,109
44035,109
45006,109
45981,109
46961,110
47892,110
48896,110
49876,110
50861,110
51823,110
52794,110
53740,110
54765,110
55722,110
56690,109
57667,109
58655,109
59607,109
