Timestamp,Pulse
351,12583387
353,12553705
354,12486983
356,12404943
357,12311863
358,12304147
359,12370157
360,12443411
361,12531385
362,12582555
846,12543257
848,12468937
849,12387017
850,12294649
851,12314475
851,12384641
852,12468105
854,12551213
855,12573889
856,12531979
1335,12454333
1337,12367901
1338,12285031
1340,12327773
1341,12401739
1342,12484489
1342,12565223
1343,12568309
1344,12511677
1344,12433081
1815,12344157
1816,12285981
1817,12340239
1818,12418597
1819,12502297
1820,12583505
1821,12557861
1822,12498261
1822,12414679
1823,12323855
2315,12299873
2317,12358167
2318,12434031
2319,12518563
2320,12578281
2321,12546107
2321,12474279
2322,12395565
2323,12295599
2324,12307827
2789,12373601
2790,12452077
2792,12533759
2793,12577331
2794,12534473
2794,12462051
2795,12375501
2796,12283133
2797,12318037
2798,12387491
3290,12472855
3292,12557149
3294,12570327
3295,12520225
3298,12439493
3300,12354961
3302,12283133
3304,12337271
3305,12409455
3306,12489001
3773,12574839
3774,12558217
3775,12504791
3776,12421683
3776,12327891
3777,12291443
3778,12347125
3779,12425721
3780,12513339
3782,12584693
4257,12551807
4258,12482589
4259,12401263
4260,12304147
4261,12297973
4262,12359117
4263,12442699
4264,12525449
4264,12580657
4265,12541595
4742,12463713
4743,12377755
4744,12287525
4745,12307827
4746,12379775
4747,12460507
4747,12543733
4748,12576383
4749,12523549
4749,12452909
5233,12363627
5234,12285151
5235,12325043
5236,12396871
5237,12481403
5237,12560947
5238,12564509
5239,12510371
5240,12428927
5241,12336915
5713,12288119
5715,12334541
5716,12416223
5716,12496717
5718,12580419
5718,12556673
5719,12496005
5720,12410879
5721,12318513
5722,12291087
6207,12352587
6209,12432369
6211,12514407
6212,12578401
6213,12546583
6214,12477721
6214,12392477
6215,12296311
6216,12303791
6217,12367545
6698,12448041
6700,12533047
6701,12578757
6702,12532217
6703,12458133
6703,12373601
6704,12281827
6705,12316257
6705,12386541
6706,12462287
7181,12551687
7182,12571277
7182,12517139
7183,12441749
7184,12348313
7184,12285031
7185,12329553
7185,12404231
7186,12483421
7187,12572939
7675,12558693
7677,12500635
7679,12422159
7680,12327061
7681,12284201
7682,12341545
7683,12417647
7683,12507047
7684,12580537
7685,12550143
8162,12485677
8163,12399127
8164,12307709
8165,12293817
8166,12361015
8167,12436999
8167,12521057
8168,12576857
8169,12538391
8170,12463475
8649,12384049
8651,12283489
8652,12305927
8652,12375857
8653,12461337
8654,12542071
8655,12572465
8656,12522957
8657,12449585
8658,12359353
9140,12283845
9142,12322667
9143,12395327
9144,12475347
9144,12558455
9145,12565341
9146,12511321
9146,12429995
9147,12338457
9148,12285389
9628,12335965
9629,12406369
9631,12496481
9632,12581369
9633,12554893
9634,12495175
9634,12409573
9635,12316257
9636,12292987
9636,12348905
10128,12428213
10130,12507997
10132,12575907
10133,12536253
10133,12473923
10134,12388323
10135,12294529
10136,12298567
10136,12366833
10137,12449703
10592,12532811
10594,12571277
10594,12530435
10595,12457895
10596,12372175
10596,12276247
10598,12310201
10598,12384049
10599,12465849
10600,12548363
11083,12566527
11084,12516307
11085,12445429
11086,12352467
11086,12278739
11087,12326229
11088,12399839
11089,12485321
11089,12568783
11090,12557743
11562,12497549
11564,12421327
11565,12328723
11566,12282895
11567,12339645
11567,12419309
11568,12503723
11570,12577689
11571,12553349
11572,12482709
12062,12399839
12065,12306283
12066,12290849
12067,12356861
12068,12437593
12069,12519869
12070,12573533
12071,12533047
12071,12465969
12072,12380367
12555,12290375
12556,12302129
12557,12369683
12558,12453859
12559,12539341
12560,12571277
12561,12523313
12562,12447685
12562,12359235
12563,12282063
13046,12313051
13047,12387017
13048,12470599
13049,12555367
13050,12562135
13051,12510609
13052,12429757
13052,12338339
13053,12281233
13054,12330029
13517,12403993
13518,12485677
13519,12573651
13520,12553113
13520,12492681
13521,12415155
13522,12327891
13522,12287287
13523,12348787
13523,12422871
14007,12507997
14009,12577925
14010,12544801
14010,12480215
14011,12390341
14012,12298329
14013,12295955
14014,12361609
14015,12444361
14016,12525449
14499,12575789
14501,12533285
14502,12458133
14502,12374431
14503,12275059
14504,12307233
14505,12375501
14506,12457539
14507,12542901
14507,12564391
14983,12519275
14985,12440205
14985,12353655
14986,12281707
14987,12327535
14988,12395327
14988,12478791
14989,12558099
14990,12558693
14991,12503485
15474,12424889
15475,12327061
15476,12283369
15477,12334777
15478,12414679
15478,12494937
15479,12576263
15480,12550501
15481,12483777
15482,12406725
15956,12312101
15958,12290137
15959,12349855
15960,12428213
15961,12515357
15962,12572939
15963,12535541
15964,12469767
15966,12379775
15967,12290849
16451,12298329
16453,12365171
16454,12444953
16455,12529961
16455,12570921
16456,12524619
16456,12452553
16457,12364577
16458,12275533
16458,12313645
16933,12383217
16935,12465493
16936,12549787
16937,12563323
16938,12503485
16939,12437711
16941,12345463
16943,12277671
16945,12324567
16947,12402213
17425,12490307
17427,12564391
17428,12550025
17429,12496717
17430,12413017
17431,12321361
17432,12284795
17433,12341427
17435,12414323
17435,12503841
17911,12573415
17913,12548719
17913,12480097
17914,12394139
17916,12299991
17917,12293581
17918,12356505
17919,12437355
17920,12522243
17921,12570445
18401,12531267
18402,12458845
18404,12373957
18405,12278859
18406,12302721
18407,12372531
18407,12455401
18408,12537441
18410,12566647
18410,12520581
18893,12445191
18894,12350331
18895,12276365
18896,12318155
18898,12388085
18899,12472499
18900,12559523
18902,12560473
18903,12501349
18904,12427621
19368,12331809
19371,12273397
19372,12330147
19373,12410287
19374,12491731
19374,12573771
19375,12550619
19376,12485321
19376,12406963
19377,12310677
19864,12283251
19866,12348431
19868,12424059
19870,12512389
19871,12571751
19871,12536729
19873,12466917
19874,12384285
19874,12287881
19875,12293581
20344,12359473
20345,12444953
20346,12529249
20346,12573295
20348,12526161
20348,12452909
20349,12366951
20350,12278621
20350,12309371
20351,12382387
20847,12463949
20849,12549431
20850,12562729
20851,12512983
20851,12438067
20852,12344751
20853,12276483
20853,12328367
20854,12399007
20855,12479621
