(DATA_DIR),./data/dropna/exam_type_4
(TRAIN_SUBJECTS),ueda,iguma,takeuchi,ogura,igarashi,kota_sakaguchi
(TEST_SUBJECTS),fujii
(USE_COLUMNS),device_time_stamp,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_pupil_diameter,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_pupil_diameter,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z
(EPOCH),500

Filename,Window,Answer,Prediction,Output
drunk_20240705_004236_gaze.csv,490909635,drunk,drunk,"[0.6014003, 0.44546697]"
drunk_20240707_234250_gaze.csv,12829618407,drunk,drunk,"[0.6040481, 0.33219367]"
sober_20240705_112822_gaze.csv,514015740,sober,sober,"[0.3597327, 0.5851725]"
sober_20240705_183958_gaze.csv,26410018799,sober,drunk,"[0.49413666, 0.3931894]"
(Accuracy),0.75
