id,date,stepCount,blinkCountRaw,eyeMoveUpCount,eyeMoveDownCount,eyeMoveRightCount,eyeMoveLeftCount,isStill,xMean,xSD,yMean,ySD,pitchOnewayCount,pitchRoundCount,yawOnewayCount,yawRoundCount,xRightStepAmplitude,xLeftStepAmplitude,yRightStepAmplitude,yLeftStepAmplitude,zRightStepAmplitude,zLeftStepAmplitude,zRightStepAmplitudeCal,zLeftStepAmplitudeCal,maxRightStepAcceleration,maxLeftStepAcceleration,stepCadence,blinkCount,blinkIntervalCount,blinkIntervalMean,blinkIntervalTotal,blinkStrengthMean,blinkStrengthSD,blinkStrengthTotal,blinkStrengthMax,blinkWidthMean,nptMean,nptSD,nptMedian,noiseTime,isValid,sleepScore,focusScore,tensionScore,calmScore,sleepScoreStandard
0,2024-02-21T20:58:08+0900,2,6,5,9,9,8,false,4.014249,5.824267,-0.8832953,9.700114,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,4,2,2.3333333,4.25,62.2,9.13017,233.0,64.0,118.0,0.02193,0.042554133,0.016649999,1.75,true,52,29,31,88,64
1,2024-02-21T20:58:23+0900,14,2,3,3,5,2,false,5.5493917,5.36402,-5.200055,8.163692,5,0,9,0,0.7681565,0.7200038,1.4568057,1.1584492,0.83628404,1.1671007,1.3362843,1.6671009,1.1775258,1.2313772,163.63637,1,0,2.3333333,0.0,62.2,9.13017,130.0,130.0,126.0,0.028469998,0.05070308,0.016649999,10.5,false,52,-1,-1,-1,64
2,2024-02-21T20:58:38+0900,1,4,7,8,10,8,false,8.051971,5.5203867,1.7010099,10.971794,1,0,3,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2,1,3.4166667,6.0,75.8,28.819437,213.0,133.0,119.0,0.00951,0.040472843,0.0067000003,3.75,false,50,-1,-1,-1,64
3,2024-02-21T20:58:53+0900,4,4,5,7,8,7,false,5.1267633,5.1286926,0.8082649,11.656232,7,0,9,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2,2,6.25,12.75,75.6,31.232037,108.0,73.0,110.0,0.0060900003,0.04059784,0.0032000002,2.75,true,47,78,49,17,59

