Timestamp,HeartRate
342,201
1275,201
2270,201
3275,201
4243,201
5195,201
6166,201
7098,201
8115,201
9090,201
10062,201
11029,201
12007,201
12953,201
13955,201
14925,201
15901,201
16893,201
17847,201
18787,201
19796,201
20786,201
21744,201
22718,201
23691,201
24622,201
25641,201
26606,201
27579,201
28554,201
29537,201
30468,201
31469,201
32447,201
33436,201
34393,201
35365,201
36299,201
37339,201
38292,201
39255,201
40232,201
41204,201
42138,201
43154,201
44126,201
45103,201
46086,201
47046,201
47988,201
48993,201
49985,201
50936,201
51911,201
52885,201
53837,201
54836,201
55809,201
56778,201
57755,201
58734,201
59663,201
