Timestamp,HeartRate
352,69
1362,69
2339,69
3332,69
4287,69
5260,69
6206,69
7258,69
8192,69
9161,69
10142,69
11134,69
12049,69
13064,69
14040,69
15028,69
15989,69
16965,69
17903,69
18927,69
19895,69
20864,69
21841,69
22827,69
23760,69
24764,69
25743,69
26720,69
27694,69
28668,69
29608,69
30617,69
31595,69
32568,69
33569,69
34521,69
35454,69
36470,69
37464,69
38421,70
39393,70
40373,70
41319,70
42322,70
43295,70
44278,70
45264,70
46228,70
47166,70
48178,70
49163,70
50126,70
51097,70
52078,70
53016,70
54033,70
55002,68
55979,70
56957,68
57927,68
58869,68
59879,68
