Timestamp,HeartRate
983,95
1897,95
2906,94
3876,94
4851,94
5831,95
6798,95
7731,95
8736,95
9712,95
10687,95
11653,95
12621,95
13553,95
14589,95
15537,95
16510,95
17481,95
18455,94
19392,94
20405,95
21363,95
22346,95
23312,95
24293,95
25220,95
26223,94
27200,95
28193,95
29141,94
30115,95
31053,95
32056,95
33042,95
34005,94
34970,95
35947,95
36883,95
37893,95
38857,95
39828,95
40807,95
41796,94
42712,94
43719,95
44693,95
45664,94
46645,95
47605,94
48543,94
49552,95
50547,94
51496,95
52465,94
53434,94
54376,94
55398,93
56352,93
57326,93
58297,93
59296,95
