Timestamp,HeartRate
319,63
1246,63
2298,65
3227,63
4209,65
5198,65
6146,63
7086,63
8084,64
9057,64
10047,64
10999,65
11975,64
12911,64
13912,64
14895,64
15858,64
16824,63
17797,63
18732,63
19749,63
20710,63
21679,63
22656,63
23649,63
24561,63
25567,63
26536,65
27512,63
28498,64
29451,64
30391,64
31397,64
32369,65
33347,64
34310,65
35280,63
36219,63
37250,63
38197,63
39167,63
40136,64
41113,65
42050,65
43053,63
44024,63
44995,65
45965,64
46953,64
47902,64
48878,62
49850,64
50821,64
51800,64
52761,64
53693,64
54703,62
55673,62
56656,63
57614,63
58581,65
59522,65
