Timestamp,HeartRate
57,88
1055,88
2056,88
3063,88
4040,88
5047,88
5853,88
6845,88
7851,88
8860,88
9858,88
10863,88
11657,88
12642,89
13649,89
14644,89
15646,89
16660,88
17457,88
18456,89
19458,89
20460,89
21445,89
22285,89
23255,89
24246,88
25256,89
26256,89
27262,89
28074,89
29044,89
30042,89
31043,89
32046,89
33059,89
33870,89
34867,89
35859,89
36837,89
37840,88
38848,89
39664,89
40643,89
41654,89
42658,89
43656,89
44656,89
45458,89
46445,89
47445,89
48444,89
49447,89
50291,89
51262,89
52253,89
53262,89
54259,89
55242,89
56083,89
57056,88
58048,88
59051,89
