Timestamp,HeartRate
449,74
1458,74
2471,74
3465,74
4452,74
5459,74
6271,74
7265,73
8256,73
9265,73
10265,73
11258,73
12251,73
13268,73
14081,73
15069,73
16053,73
17067,73
18067,73
19050,73
20053,73
21071,73
21889,73
22867,73
23855,73
24865,73
25865,73
26850,73
27855,73
28861,73
29863,73
30681,73
31671,73
32661,73
33670,73
34656,73
35659,73
36661,73
37672,73
38652,73
39470,73
40462,73
41470,73
42454,73
43455,73
44464,73
45465,73
46459,73
47279,73
48270,73
49266,73
50251,73
51254,73
52271,73
53262,73
54251,73
55255,73
56070,73
57067,73
58054,73
59057,73
