,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.08,0.09833333333333334,0.09833333333333334
recall,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.4000000000000001,0.28571428571428575,0.0,0.0,0.08,0.08033613445378153,0.08033613445378153
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
