Timestamp,HeartRate
27,97
1024,97
2023,97
3026,97
4031,97
4837,97
5829,97
6812,97
7810,97
8813,97
9814,97
10634,97
11619,97
12620,97
13626,97
14635,97
15437,97
16428,97
17429,97
18409,97
19414,97
20263,97
21227,97
22223,97
23222,97
24224,97
25232,97
26050,97
27028,97
28035,97
29012,97
30023,97
31022,97
31835,97
32821,97
33824,97
34826,97
35823,97
36832,97
37634,97
38637,97
39615,97
40620,97
41611,97
42441,97
43419,97
44430,97
45423,97
46423,97
47428,97
48233,97
49228,97
50214,97
51218,97
52212,97
53045,97
54026,97
55024,97
56020,97
57022,97
58032,97
58833,97
59828,97
