date,type,subType,value
20240221-230800,slowHeadTilting,right,1
20240221-230805,slowHeadTilting,right,-1
20240221-230807,slowHeadTilting,right,1
20240221-230814,slowHeadTilting,right,-1
20240221-230816,slowHeadTilting,left,1
20240221-230816,slowHeadTilting,left,-1

