,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.047619047619047616,0.5,0.0,0.0,0.0,0.0,0.04,0.05476190476190477,0.05476190476190476
recall,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0,0.0,0.07692307692307693,0.28571428571428575,0.0,0.0,0.0,0.0,0.04,0.03626373626373627,0.03626373626373627
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
