,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,1.0,0.0,0.04,0.10526315789473684,0.10526315789473685
recall,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.33333333333333337,0.0,0.04,0.04166666666666667,0.04166666666666667
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
