,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.043478260869565216,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.04,0.012681159420289856,0.012681159420289854
recall,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.07142857142857142,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.04,0.018907563025210083,0.018907563025210083
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
