Timestamp,HeartRate
724,85
1694,85
2634,85
3661,85
4614,85
5583,85
6556,85
7531,85
8462,85
9471,85
10439,85
11415,85
12413,85
13362,85
14295,85
15305,85
16278,85
17266,85
18219,85
19190,83
20131,83
21167,83
22113,84
23086,84
24054,85
25035,85
25966,85
26977,84
27947,84
28920,84
29915,85
30867,85
31797,85
32804,84
33785,85
34764,85
35727,85
36697,85
37643,85
38666,85
39614,85
40588,83
41572,84
42532,83
43468,83
44478,84
45444,84
46422,84
47416,83
48364,85
49305,85
50314,85
51284,85
52266,85
53225,85
54196,85
55135,85
56162,85
57116,85
58082,85
59062,85
