date,type,subType,value
20240221-205319,slowHeadTilting,right,1
20240221-205321,slowHeadTilting,right,-1
20240221-205358,slowHeadTilting,right,1
20240221-205358,slowHeadTilting,right,-1
20240221-205400,slowHeadTilting,right,1

