ard_micro,pulse
8e-06,478
0.010444,479
0.02098,487
0.03152,491
0.04206,498
0.052596,504
0.063132,508
0.073672,512
0.084212,514
0.094748,515
0.105292,516
0.115876,515
0.12646,516
0.13706,513
0.147644,514
0.158228,511
0.168828,511
0.179412,509
0.189996,509
0.200592,508
0.21118,506
0.221764,507
0.232364,506
0.242948,505
0.253532,505
0.264132,505
0.274716,506
0.2853,505
0.295884,506
0.306476,506
0.31706,506
0.327644,507
0.338236,507
0.34882,508
0.359408,507
0.369996,507
0.38058,508
0.391168,507
0.401756,509
0.41234,507
0.422924,507
0.433508,507
0.444092,508
0.454676,508
0.46526,507
0.475844,509
0.486428,508
0.497012,508
0.507596,507
0.51818,509
0.528764,508
0.539348,507
0.549932,508
0.560516,508
0.5711,507
0.5817,509
0.592284,510
0.602868,511
0.613468,513
0.624052,518
0.634636,529
0.645236,538
0.65582,547
0.66642,549
0.677004,550
0.687588,547
0.698188,540
0.708772,533
0.719356,521
0.729952,512
0.74054,503
0.751124,495
0.76172,489
0.772308,486
0.782892,482
0.793488,482
0.804076,482
0.81466,483
0.825256,486
0.835844,488
0.846428,491
0.857024,495
0.867612,498
0.878196,501
0.88878,504
0.899372,505
0.909956,507
0.92054,509
0.931132,509
0.941716,511
0.9523,511
0.962884,511
0.973468,510
0.984052,510
0.994636,509
1.00522,508
1.015852,509
1.026476,507
1.037112,508
1.04774,506
1.058368,506
1.069,507
1.079628,506
1.090252,506
1.100892,506
1.111524,505
1.12216,507
1.132792,507
1.143428,508
1.154056,508
1.164692,506
1.175332,509
1.185972,507
1.196604,507
1.20724,508
1.217868,507
1.228492,507
1.239132,507
1.249764,508
1.2604,509
1.271028,508
1.281668,508
1.2923,508
1.302932,508
1.313568,508
1.3242,508
1.33482,508
1.345456,507
1.356084,509
1.366712,508
1.377348,508
1.38798,509
1.398616,508
1.409248,509
1.419872,509
1.430492,512
1.441132,514
1.45176,519
1.462396,527
1.47302,539
1.48366,546
1.4943,548
1.504924,548
1.515556,544
1.52618,538
1.53682,529
1.54746,520
1.558092,511
1.568728,504
1.579364,496
1.589988,490
1.600628,487
1.61126,484
1.621896,485
1.632524,483
1.643148,484
1.65378,488
1.664412,490
1.675048,494
1.685676,496
1.696304,499
1.706936,502
1.717564,504
1.728192,507
1.738828,509
1.74946,509
1.7601,510
1.77074,510
1.781372,512
1.791996,510
1.802636,510
1.813272,509
1.8239,509
1.834528,510
1.845164,507
1.855804,508
1.866432,506
1.877068,506
1.887696,507
1.898336,506
1.90898,506
1.919604,505
1.930252,506
1.940884,507
1.95152,507
1.962164,507
1.972792,507
1.983424,506
1.994068,509
