ard_micro,pulse
9.768236,508
9.778876,508
9.789516,507
9.800156,508
9.810796,508
9.821436,508
9.832076,508
9.8427,508
9.85334,508
9.863976,508
9.87462,509
9.885248,508
9.895888,508
9.906532,508
9.917172,508
9.927804,509
9.938444,507
9.94908,508
9.959724,509
9.970348,508
9.980988,509
9.991628,508
10.002272,509
