,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.2857142857142857,0.0,0.16666666666666666,0.14,0.10523809523809524,0.10523809523809524
recall,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.14,0.13999999999999999,0.14
f1-score,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.5454545454545454,0.3333333333333333,0.0,0.1818181818181818,0.14,0.11939393939393939,0.1193939393939394
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,50.0,50.0
