,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.3333333333333333,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.18181818181818182,0.3333333333333333,0.0,0.16666666666666666,0.16326530612244897,0.1292929292929293,0.13193156050298907
recall,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.4,0.0,0.2,0.16326530612244897,0.16,0.16326530612244897
f1-score,0.25,0.0,0.14285714285714285,0.1818181818181818,0.0,0.0,0.25000000000000006,0.3636363636363636,0.0,0.1818181818181818,0.16326530612244897,0.137012987012987,0.13980917042141533
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.16326530612244897,49.0,49.0
