,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,1.0,0.0,0.0,0.14285714285714285,0.1,0.0,0.15384615384615385,0.0,0.4,0.5,0.16326530612244897,0.22967032967032966,0.23435747925543843
recall,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.2,0.16326530612244897,0.15999999999999998,0.16326530612244897
f1-score,0.33333333333333337,0.0,0.0,0.16666666666666666,0.13333333333333333,0.0,0.2222222222222222,0.0,0.4000000000000001,0.28571428571428575,0.16326530612244897,0.15412698412698414,0.1572724327826369
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.16326530612244897,49.0,49.0
