ファイル,正解,レシピ1,レシピ2,レシピ3
subject1_file_622,0,1.0308885030703627,1.1891001076765462,0.9292043465524721
subject1_file_869,0,0.5337613495881619,1.8654710212249404,0.764865917945857
subject1_file_807,0,1.3247443420416585,1.0375018794490227,0.48554004340126916
subject1_file_463,0,1.5725044368084058,1.4118453228454944,0.48451740156340795
subject1_file_830,0,0.41281018576105716,2.4591776668111223,0.3015110588790988
subject1_file_272,0,1.6491619198379424,0.977696343861379,1.3098695133423648
subject1_file_382,0,0.9277048187916268,0.4770248304820781,0.6024239850995685
subject1_file_588,0,1.876825810670084,0.7760686951150075,0.9468559266555374
subject1_file_140,0,1.523316301096689,1.2536154898394472,0.9827599552295361
subject1_file_213,0,1.7226414332241955,1.1369221749281317,0.6859116834709956
subject1_file_685,0,1.4280643209912047,1.4401085998974317,0.9306017842382505
subject1_file_389,0,1.7657785464125786,1.5126713285861393,0.3957023906876814
subject1_file_247,0,1.8032515502903148,0.9981590178804588,0.9532946610523362
subject1_file_808,0,0.39139365156491596,1.4774795445528897,0.8304358937523582
subject1_file_238,0,1.1390083965026971,0.8192640808269833,0.28560619259422476
subject1_file_985,0,0.9966053863366444,0.35453407285791455,1.4730613954139478
subject1_file_499,0,0.8439804641698048,1.734490490743685,1.1633329896423257
subject1_file_980,0,2.026211493404199,0.2967562232716555,0.7849527508954726
subject1_file_310,0,1.2411876845598067,0.9304206237331427,1.2389254932784788
subject1_file_618,0,0.8605471907133359,2.112272708806735,0.944998171312403
subject1_file_780,0,1.737464238492286,1.0864131963365093,1.2831873042640505
subject1_file_313,0,1.4231115617421428,1.137639413162966,1.4028271905600667
subject1_file_958,0,0.5880482124727937,2.2458289976075436,1.0407798166596338
subject1_file_98,0,1.2710885887023944,1.3033625108524474,1.3286549502097722
subject1_file_424,0,1.705576278196829,0.9697271715487836,0.9950772399461868
subject1_file_964,0,1.0537247165689356,1.241079207559045,0.598213566298232
subject1_file_884,0,1.3997924617321535,0.9718528136362949,0.8050255851515633
subject1_file_263,0,1.572648707947388,0.7116194640056119,0.7977128008168272
subject1_file_784,0,0.3275040485785295,2.4489576796699826,0.8195115845202233
subject1_file_684,0,0.6211126839006773,2.0727503705529284,0.9020670409657877
subject1_file_968,0,1.6315138130018665,1.1559674112264202,0.9016363703045224
subject1_file_786,0,1.9444614451998432,0.6285547469514207,1.2825457525868877
subject1_file_243,0,0.6260467571927043,1.5570493786445907,1.107711291958618
subject1_file_957,0,1.9002854629454324,0.4026731644410082,0.8275762511670868
subject1_file_319,0,1.3522162957226669,1.0137071462759109,0.854751971745454
subject1_file_853,0,0.8149705588340403,1.326958811062492,1.7606131627217563
subject1_file_11,0,0.7183150467521657,1.9241825870850828,1.0932171136306787
subject1_file_814,0,1.9618459112059345,0.45384772773797405,1.2597657282724177
subject1_file_873,1,2.0496576191190465,0.21475325786833366,1.3129933393266007
subject1_file_513,1,1.1620298148575268,1.6427336724358164,0.10007297804692822
subject1_file_721,1,0.9683627241501378,1.5876568478559563,0.2549274476603583
subject1_file_204,1,1.9178137113328317,1.0800292284478437,0.23998662164147191
subject1_file_768,1,1.8994350033219447,1.352245598293704,0.6659734641063488
subject1_file_254,1,1.4094785450143459,1.1772624565525112,1.2243137089156286
subject1_file_536,1,1.3763238798401853,1.395001664585454,1.308754400879265
subject1_file_96,1,1.031929111002045,1.342676513460759,1.3743534355396205
subject1_file_37,1,1.320779105081178,0.451632931863478,1.2123503638061761
subject1_file_281,1,1.0174568290708923,1.7944241674776724,0.24875945023511825
subject1_file_849,1,1.1222457203551381,1.6738443687666291,0.13350092814786094
subject1_file_485,1,0.9197608606759416,1.7519644400628775,1.3051392821603074
subject1_file_496,1,1.0952289856690474,0.8527146145237138,1.3447092133890193
subject1_file_564,1,1.801942675049647,0.41260362370884784,1.3412985489063456
subject1_file_871,1,1.085622763327927,1.6704234820128172,0.8662966015332995
subject1_file_743,1,0.959374868566186,1.0312334849978937,1.2992889762025621
subject1_file_417,2,0.8395508026344063,1.5402488243224348,0.6734488259188471
subject1_file_39,2,1.0446478646460045,0.9181872074068153,1.6143961802225941
subject1_file_858,2,2.0928895564112344,0.7688386388798398,0.9218120898982856
subject1_file_353,2,1.9996064989012505,0.3863727174150565,1.2016307817695795
subject1_file_979,2,1.587590358194204,0.8274619639654395,0.4342381611587245
subject1_file_348,2,1.7745407448652233,0.9347475281599926,1.2025184829188897
subject1_file_302,2,2.370941311729639,0.4188763189610014,1.0029739551341226
subject1_file_570,2,1.1080454654724445,1.5892353088842999,1.076695393761385
subject1_file_162,2,0.9771322686474799,1.2828367518414505,0.9931637301406657
subject1_file_969,2,1.3812773690689744,1.051134560125229,0.7917541414507232
subject1_file_72,2,0.851421377954376,2.254518477347263,0.691665366496082
subject1_file_734,2,2.3472403279527736,0.30532301249610805,1.250382188400253
subject1_file_320,2,0.8198701833628,1.5250336123845847,0.9932783801339938
subject1_file_385,2,1.1825805371305242,1.067560771143925,0.9931930210884554
subject1_file_430,2,1.7358894806217116,1.0241551940291982,1.261121693300208
subject1_file_526,2,2.1601170045278297,0.7958648027905543,1.0919766296463604
subject1_file_976,2,0.9170414349155653,1.4830968643558924,0.49075931066752904
subject1_file_309,2,1.260594800235469,1.1334193971340365,0.8002965050136152
subject1_file_45,2,1.0687554940142086,1.5624262092085668,1.193799893870308
subject1_file_770,2,1.6521823417415549,0.9324683009142924,1.2427079160822458
subject1_file_211,2,0.6183149817451752,1.5637027521292164,0.8780377370886093
subject1_file_713,2,1.1049151353584146,0.8443021778950592,1.2137874868172536
subject1_file_462,2,1.7311922662219374,0.9629140542206689,1.1687735182602965
subject1_file_287,2,1.7807214346476388,0.9449093149248999,0.8520206104560064
