Timestamp,HeartRate
857,73
1822,72
2756,72
3796,73
4746,74
5709,74
6682,74
7652,74
8596,74
9596,74
10569,74
11537,74
12512,74
13498,74
14413,74
15424,72
16394,73
17365,74
18347,73
19305,73
20244,73
21248,73
22222,73
23203,73
24162,73
25132,74
26070,74
27102,74
28053,74
29020,74
29988,74
30965,74
31905,74
32903,74
33876,74
34846,74
35823,74
36805,74
37732,74
38731,74
39706,74
40680,74
41655,74
42623,74
43551,74
44593,74
45555,74
46505,74
47477,74
48450,74
49386,74
50407,74
51366,74
52337,74
53313,74
54284,74
55217,74
56227,72
57195,72
58169,72
59161,72
