,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.13333333333333333,0.0,0.16666666666666666,0.0,0.5,0.2222222222222222,0.0,0.16666666666666666,0.14,0.11888888888888889,0.11888888888888889
recall,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.4,0.0,0.2,0.14,0.14,0.14
f1-score,0.0,0.0,0.2,0.0,0.1818181818181818,0.0,0.28571428571428575,0.2857142857142857,0.0,0.1818181818181818,0.14,0.11350649350649351,0.1135064935064935
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,50.0,50.0
