Timestamp,HeartRate
789,74
1768,74
2780,74
3788,74
4782,74
5617,74
6596,74
7579,74
8582,74
9579,74
10590,74
11591,74
12405,74
13380,74
14376,73
15381,72
16388,72
17396,72
18371,71
19189,71
20183,71
21182,71
22195,71
23190,70
24179,70
25004,70
25979,70
26994,70
27989,70
28988,70
29974,70
30979,70
31789,69
32787,69
33789,68
34777,68
35781,70
36776,70
37594,70
38591,70
39590,70
40572,70
41575,70
42583,70
43406,70
44388,70
45397,70
46375,70
47383,70
48378,70
49222,70
50197,70
51171,70
52179,70
53178,70
54180,70
55032,70
55997,70
56991,70
57976,70
58982,70
59980,70
