,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.19047619047619047,0.16666666666666666,0.4,0.0,0.1836734693877551,0.15904761904761902,0.16229348882410105
recall,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.4,0.0,0.1836734693877551,0.18,0.1836734693877551
f1-score,0.28571428571428575,0.0,0.0,0.25,0.0,0.0,0.3076923076923077,0.1818181818181818,0.4000000000000001,0.0,0.1836734693877551,0.14252247752247754,0.1454310995127322
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.1836734693877551,49.0,49.0
