,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.14285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2,0.2222222222222222,0.0,0.0,0.1836734693877551,0.12317460317460319,0.12568837058632976
recall,0.2,0.4,0.0,0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.1836734693877551,0.18,0.1836734693877551
f1-score,0.16666666666666666,0.3636363636363636,0.0,0.25,0.0,0.0,0.20000000000000004,0.3478260869565218,0.0,0.0,0.1836734693877551,0.1328129117259552,0.1355233793121992
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.1836734693877551,49.0,49.0
