Timestamp,HeartRate
89,97
1055,97
1988,97
2989,97
3983,98
4931,98
5893,98
6857,98
7775,98
8790,98
9755,98
10739,98
11691,98
12656,98
13589,98
14587,98
15557,98
16522,98
17503,98
18458,98
19388,98
20388,98
21358,98
22327,98
23308,98
24293,98
25183,98
26190,98
27156,98
28126,98
29093,98
30074,98
30991,98
31989,97
32952,98
33918,98
34890,98
35881,98
36788,98
37785,98
38758,98
39718,98
40688,98
41653,98
42600,98
43594,98
44551,98
45514,97
46478,97
47447,98
48372,98
49402,98
50356,98
51313,98
52281,98
53241,98
54170,98
55178,98
56161,98
57114,98
58074,98
59041,98
59971,98
