Timestamp,HeartRate
378,64
1367,64
2380,63
3373,63
4381,64
5200,64
6183,65
7164,65
8167,64
9165,64
10183,64
10993,64
11990,64
12982,65
13964,65
14964,65
15979,65
16786,64
17777,65
18776,65
19790,65
20776,65
21766,65
22581,65
23573,65
24575,65
25583,65
26581,65
27407,65
28385,65
29367,64
30375,66
31379,64
32377,64
33199,64
34181,64
35162,65
36165,64
37174,65
38178,65
38991,64
39987,65
40983,64
41988,64
42970,65
43974,65
44785,65
45774,64
46775,64
47786,65
48782,64
49765,64
50582,64
51571,64
52577,64
53579,64
54575,64
55409,64
56387,65
57371,65
58397,65
59375,65
