,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.12195121951219512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11219512195121953,0.1121951219512195
recall,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12
f1-score,0.0,0.0,0.21739130434782605,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.12,0.05507246376811594,0.05507246376811595
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,50.0,50.0
