,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.0,0.0,1.0,0.0,0.08,0.15666666666666668,0.15666666666666668
recall,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.0,0.0,0.1,0.4444444444444445,0.0,0.0,0.33333333333333337,0.0,0.08,0.08777777777777779,0.08777777777777779
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
