Timestamp,HeartRate
73,88
1025,88
2004,88
2957,88
3932,88
4865,88
5886,88
6834,88
7799,88
8766,88
9732,88
10667,88
11691,88
12644,88
13603,88
14570,88
15535,88
16466,88
17477,88
18482,88
19410,88
20375,88
21339,88
22267,88
23277,88
24261,88
25215,88
26178,88
27140,88
28074,88
29074,88
30045,88
31025,88
31977,88
32941,88
33874,88
34879,88
35843,88
36830,88
37781,88
38742,88
39678,88
40677,88
41647,88
42641,88
43590,88
44548,88
45482,88
46482,88
47453,88
48418,88
49400,88
50351,88
51276,88
52280,88
53245,88
54216,88
55184,88
56163,88
57091,88
58081,88
59044,88
