Timestamp,HeartRate
913,93
1868,92
2821,92
3753,92
4753,92
5715,92
6685,92
7653,92
8632,92
9541,92
10546,92
11509,93
12475,93
13447,93
14407,93
15343,93
16341,93
17302,93
18270,93
19230,93
20203,92
21127,92
22153,92
23104,92
24059,92
25023,92
25991,92
26919,92
27926,92
28889,92
29867,93
30817,93
31785,93
32714,93
33710,93
34678,93
35645,93
36626,93
37579,93
38500,93
39504,92
40467,92
41437,92
42404,92
43385,92
44292,92
45302,92
46266,92
47231,92
48200,93
49162,93
50100,93
51104,93
52056,93
53023,93
53985,93
54954,93
55883,93
56912,93
57862,92
58843,92
59777,92
