Timestamp,HeartRate
0,121
5000,59
10000,58
15000,57
18000,58
25000,57
26000,63
36000,57
45000,60
48000,58
52000,57
57000,57
64000,57
66000,57
74000,61
77000,57
81000,58
86000,58
