Timestamp,HeartRate
0,97
5000,85
10000,94
15000,94
18000,94
23000,94
29000,95
35000,95
36000,95
45000,94
48000,94
52000,94
56000,94
70000,94
74000,94
78000,94
83000,94
86000,94
92000,95
97000,95
