,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.42857142857142855,1.0,0.0,0.2222222222222222,0.18,0.1804639804639805,0.18046398046398046
recall,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.18,0.18,0.18
f1-score,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.5,0.5714285714285715,0.0,0.2857142857142857,0.18,0.15793650793650796,0.15793650793650793
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18,50.0,50.0
