Timestamp,HeartRate
896,78
1721,78
2699,78
3701,78
4701,78
5703,78
6530,78
7508,78
8513,78
9507,78
10508,78
11499,78
12314,78
13293,78
14310,78
15305,78
16300,78
17301,78
18110,78
19112,78
20109,78
21109,78
22106,78
22914,78
23902,78
24901,78
25899,78
26898,78
27901,78
28712,78
29713,78
30706,78
31708,78
32693,78
33515,78
34504,78
35505,78
36500,78
37502,78
38501,78
39307,78
40311,78
41307,78
42309,78
43310,78
44116,78
45099,78
46112,78
47104,78
48103,78
49105,78
49913,78
50911,78
51910,78
52897,78
53909,78
54716,78
55697,78
56699,78
57703,78
58704,78
59532,78
