Timestamp,HeartRate
9,125
1014,125
2000,125
3000,125
4002,125
4820,125
5814,125
6816,125
7813,125
8800,125
9807,125
10820,125
11639,125
12611,125
13599,125
14616,125
15607,125
16616,125
17612,125
18600,125
19425,125
20410,125
21410,125
22414,125
23399,125
24397,125
25410,125
26234,125
27220,125
28213,125
29201,125
30199,125
31209,125
32212,125
33215,125
34197,125
35003,125
36001,125
37010,125
38024,125
38998,125
40000,125
40841,125
41814,125
42809,125
43825,125
44797,125
45807,125
46804,125
47807,125
48626,125
49611,125
50601,125
51607,125
52607,125
53611,125
54619,125
55442,125
56418,125
57408,125
58416,125
59411,125
