Timestamp,HeartRate
589,67
1603,67
2593,67
3536,66
4507,66
5504,66
6414,66
7425,65
8408,64
9374,63
10356,64
11313,63
12254,63
13261,64
14230,65
15210,64
16176,64
17147,64
18085,64
19114,64
20066,64
21037,63
22004,63
22983,63
23922,63
24932,63
25901,62
26870,62
27845,62
28822,62
29750,62
30754,62
31737,63
32724,62
33676,63
34647,63
35592,63
36595,63
37574,61
38542,63
39512,63
40485,63
41428,63
42431,63
43402,63
44379,62
45347,62
46328,62
47258,62
48287,63
49239,63
50234,63
51184,62
52156,62
53093,62
54103,63
55085,63
56047,63
57015,63
57996,63
58937,63
59936,63
