,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.045454545454545456,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.04,0.0101010101010101,0.010101010101010102
recall,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04
f1-score,0.0,0.0,0.07407407407407407,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.04,0.01610305958132045,0.016103059581320453
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,50.0,50.0
