date,type,subType,value
20240221-205400,slowHeadTilting,right,-1
20240221-205418,slowHeadTilting,right,1
20240221-205419,slowHeadTilting,right,-1
20240221-205437,slowHeadTilting,forward,1
20240221-205439,slowHeadTilting,forward,-1

