TestFile,Diff
1_mp3,14.3391845703125
2_mp3,7.6112529296875
3_mp3,8.713576171875
4_mp3,11.996115234375
5_mp3,9.4155693359375
6_mp3,11.446939453125
7_mp3,10.018025390625
8_mp3,9.54906640625
9_mp3,11.9269404296875
10_mp3,11.8652802734375
11_mp3,11.35713671875
12_mp3,11.0960546875
13_mp3,11.4294248046875
14_mp3,8.3537734375
15_mp3,9.0091376953125
16_mp3,12.043283203125
17_mp3,8.6658310546875
18_mp3,11.208576171875
19_mp3,9.762869140625
20_mp3,8.8165927734375
21_mp3,6.943685546875
22_mp3,12.6415712890625
23_mp3,8.2881572265625
24_mp3,8.81225390625
25_mp3,9.604216796875
26_mp3,7.65071875
27_mp3,8.980501953125
28_mp3,5.9032822265625
29_mp3,8.25593359375
30_mp3,14.61824609375
31_mp3,9.96805078125
(Avg.)shampoo,10.009395098286289
