TestFile,Diff
1_mp3,16.00109476069986
2_mp3,10.303817950039043
3_mp3,11.788171071102244
4_mp3,9.279537464134012
5_mp3,3.505875709937522
6_mp3,9.106845744950695
7_mp3,6.737167822208965
8_mp3,10.465483042792968
9_mp3,10.214215827417679
10_mp3,12.257531814872195
11_mp3,12.663370773472469
12_mp3,15.217821320178464
13_mp3,8.99537100587136
14_mp3,6.32968311594116
15_mp3,11.204539507212747
16_mp3,9.625814139887762
17_mp3,12.196123623408166
18_mp3,8.432977855569273
19_mp3,13.146263523263391
20_mp3,6.895875859552156
21_mp3,10.359690798588542
22_mp3,13.043343009522715
23_mp3,8.95288647831367
24_mp3,7.032887599398046
25_mp3,9.983667246209997
26_mp3,7.925946809488527
27_mp3,7.732719183401
28_mp3,8.204184952910548
29_mp3,5.350828419522918
30_mp3,15.415272586353055
31_mp3,8.604170568001866
(Avg.)shampoo,9.90236063174913
